"","normal_1","normal_2","normal_3","normal_4","normal_5","normal_6","HD_1","HD_2","HD_3","HD_4","HD_5","HD_6","HD_7","HD_8"
"RPL6",2228.60683935714,1698.30177507143,1559.4797325,1147.10380825714,890.6615126,949.196051992857,1456.94492835714,1189.73617867143,1218.82635327143,1258.15530914286,741.349661642857,1142.65184552143,1151.43531500714,3026.963421
"CTDNEP1",149.497572035714,182.025374157143,177.298923907143,225.175047621429,136.06019755,244.3670059,295.949069207143,247.519237871429,435.369989314286,241.016272757143,180.106482507143,207.50298345,176.1501509,118.480834935714
"RPL10A",1365.68417657143,1092.52716055,1113.44014007143,824.167019614286,466.267395907143,360.97925045,1142.65184552143,491.286031442857,842.065504278571,1074.73419445,306.727669671429,762.4353896,769.990695457143,1051.63941697143
"CBX3",159.75696015,146.629792242857,119.423466235714,125.770132264286,110.373169981429,147.23425405,69.7286646185714,72.0679060807143,31.5457857885714,27.8041889092857,166.260726571429,172.367119014286,136.9245423,248.510165771429
"RPL17-C18orf32",1521.29162207143,1170.00992091429,1077.89084595714,398.666001642857,221.885388378571,382.6443976,360.388638814286,394.596009221429,277.656964121429,227.315508485714,315.108123528571,610.008240378571,446.42095795,1828.88381114286
"PSMB2",206.909650085714,266.198243614286,352.789535992857,379.019866071429,217.618767742857,296.777686757143,392.155258792857,278.2112252,337.172567085714,551.440950585714,201.497562014286,228.951395814286,201.322693635714,219.597808014286
"KHDRBS1",315.661511871429,311.9993168,216.271322021429,265.327364607143,226.529276907143,215.162348735714,202.061404107143,136.6284614,238.922353364286,180.106482507143,213.164166621429,270.179556871429,226.250612821429,292.590753928571
"ATP6V1G2-DDX39B",478.07145735,468.977544607143,784.642214607143,491.286031442857,425.776991464286,348.273893835714,715.226581471429,749.943992478571,591.439470442857,627.575576007143,299.577817728571,409.718520114286,482.783210114286,420.862204378571
"RTCB",405.181381728571,452.82224835,308.843721121429,411.934862578571,324.708496764286,413.266421892857,304.6208467,288.144169435714,299.957488185714,211.343509792857,231.224022571429,281.6372729,367.939534064286,441.112121592857
"ERH",630.837589642857,459.126253671429,541.418268485714,401.340911821429,309.737252107143,343.112016728571,385.38700795,323.593591857143,302.523670642857,225.461555385714,353.278217464286,392.473433114286,572.959077914286,913.779041142857
"GATC",311.120746428571,364.659364692857,236.052778314286,379.347557485714,297.754160107143,300.774063814286,226.460722728571,166.332294278571,245.308341978571,284.873701278571,316.75029885,348.273893835714,351.936361271429,353.615808014286
"ABCF1",309.941087785714,290.627865164286,191.948964614286,351.342415207143,209.768379421429,290.627865164286,213.777647735714,254.508554042857,362.390255507143,290.499997107143,225.761633421429,172.443236071429,257.967633435714,230.439499064286
"DAD1",659.603763128571,531.481227428571,313.744263021429,700.233346692857,492.516155721429,448.384622457143,423.502990764286,320.445356964286,219.597808014286,484.796166064286,391.665621785714,488.325094507143,626.626121128571,514.842821192857
"YY1",214.838398914286,204.945262242857,182.239596014286,196.029747871429,206.291943185714,147.560435328571,268.76987215,215.909629221429,289.672043971429,286.559057271429,201.192565285714,225.175047621429,216.516130421429,205.453122185714
