"","normal_1","normal_2","normal_3","normal_4","normal_5","normal_6","HD_1","HD_2","HD_3","HD_4","HD_5","HD_6","HD_7","HD_8"
"PSMD5",97.4984305621429,48.3406688857143,11.7597439480714,69.2534644264286,89.7197669564286,38.3228360642857,15.445241075,16.1032557621429,53.5430848785714,28.0008237664286,58.604101285,59.3088861185714,57.1974274114286,80.6624259992857
"TERF1",46.5034730928571,45.0246782035714,70.2471560435714,59.3195445428571,60.8868621285714,47.3692203221429,78.453587465,19.8799682207143,75.0582410342857,35.2868971271429,22.44675686,46.2396367664286,49.0714214321429,80.1848971778571
"CBY1",77.7058200685714,39.0942521507143,122.247412228571,57.6016079864286,26.5245490042857,10.633006885,111.047752203571,80.9206712335714,244.27617455,130.778877028571,52.8047828921429,83.8805667921429,100.492180127143,94.0985587885714
"LDB1",77.53247862,62.8293360221429,111.084780734286,75.4768879171429,94.5151455821428,56.097433825,145.799025121429,31.8003330242857,87.0294442614286,70.8445632007143,84.2868899707143,51.0290087964286,70.5375174171429,78.0280699678571
"B3GAT3",10.9904796143571,12.0987066041429,12.1891541733571,11.4725250558571,10.7508261051429,12.3576777855,12.2146604650714,11.9237939539286,10.8791673273571,28.2136867171429,7.87757047207143,8.4781735145,11.1307088850714,11.3516676874286
"SCNN1A",15.7621914235714,14.2612198542857,22.5201304157143,16.0528982128571,20.0699123178571,25.1165494207143,29.1583244407143,41.3521200507143,43.0728742914286,24.7260492342857,14.5581250842857,22.5454552164286,7.88874872971429,9.9175548535
"ATOX1",75.4640636078571,97.3468363628571,28.4008302471429,118.982154064286,21.2189607942857,26.7687862221429,129.416923021429,27.50161961,32.043970925,28.6206159328571,96.9986337728571,59.615366595,98.97100346,149.068905971429
"SAT1",917.075038721429,830.168378064286,1059.69226597857,1092.52716055,1067.41305362143,1596.24855771429,966.163527214286,567.476183821429,790.864782278571,735.615227785714,1505.05579342857,930.473908428571,859.036133057143,1054.81561239286
"PRAF2",56.2662654478571,62.0390371164286,58.7826702992857,26.0617945614286,62.4363066664286,64.0653201907143,82.2280468507143,120.219440071429,33.2662785028571,239.384457092857,8.07208432307143,97.2991670935714,61.3109139442857,55.3098231814286
"STX7",102.465766390714,118.749859178571,63.6756976735714,100.460568957143,99.4316915921429,106.750210838571,32.4922352214286,18.3523707114286,52.8575673571429,58.604101285,172.181950085714,104.391094393571,92.8344765942857,143.907909607143
"SPR",63.9165871335714,62.8426683307143,90.2066632814286,63.4641355814286,86.3723542864286,117.060823228571,108.778448495714,83.124803545,62.5561180814286,166.138380442857,76.6219448121429,88.5777985714286,55.0757232835714,68.7758817914286
"VPS16",77.1076121314286,67.2829165007143,88.6078717321429,80.993626105,76.6611527992857,69.9253686,63.3036354107143,103.821440514286,111.366637540714,79.8326136157143,79.81131309,59.0480005792857,68.5723157307143,68.024624985
"PSEN1",187.506971535714,194.460907671429,81.5926269192857,171.399599478571,248.724063007143,269.68758865,113.590877788571,111.595121262143,98.3121397071429,136.417203314286,283.365260157143,214.026642557143,191.1237023,156.780380535714
"CHD2",72.3167814521429,9.75692444835714,50.2438048371429,46.6866294542857,44.309053665,37.0177194071429,14.0005872378571,63.3036354107143,65.4318287235714,98.4072089878571,59.8861372121429,81.4075368792857,26.378595345,43.9431218228571
"EIF3B",223.742921278571,131.5175961,160.263246721429,170.608143257143,173.562140821429,249.94894415,200.4136878,287.707811607143,202.78396365,278.520160371429,131.3150817,157.296406914286,195.1768579,160.125770771429
"EPN2-IT1",38.4085848814286,33.7811326492857,65.635396805,18.9682854285714,36.2784927164286,16.8574078157143,52.4635964014286,37.0547481014286,74.7939318685714,37.9845586421429,20.52181741,32.4438374478571,33.1902575421429,23.2439242628571
"MRPL19",15.7821541878571,3.12650036164286,22.0611953957143,17.0130667107143,1.70154702885714,2.89254995785714,32.635965745,16.2852443542857,1.08425931921429,2.52075329414286,7.68994941028571,12.5085727717143,27.7118058985714,30.3592243857143
"MPV17",90.8940732628571,40.3601644421429,77.1776488028571,101.369026287857,52.1968545214286,21.3653988421429,58.3232601264286,10.3558072298571,24.845489265,33.8764100085714,58.30984514,74.1670245185714,72.5515512542857,67.5100507464286
"PMM1",43.1503598471429,33.132798215,35.3837573335714,31.5108664857143,8.48998811771429,43.6492319128571,10.963472885,10.8067314092857,41.5137369542857,31.5275842992857,8.76492887428572,13.7089765695714,4.72621035242857,52.5925401057143
"CDK10",9.04614871314286,40.0217440228571,42.5449356128571,29.0142589264286,19.5184454135714,18.3839257278571,33.3078327264286,44.8759492578571,27.2022228971429,51.4101144107143,33.6783928685714,21.61255096,28.9177418514286,15.2738536142857
"PLEK",397.435831292857,333.152135257143,478.07145735,371.976499664286,623.66861575,737.207834064286,765.380585821429,644.067542728571,509.216668785714,287.292431164286,892.042864157143,571.679377428571,522.346376671429,458.295683264286
"SLCO2B1",21.7916038871429,18.0799025792857,41.8566997,17.2665857457143,17.9130239978571,35.075804515,15.2165144992857,37.9174188292857,35.6677291164286,11.9441039906429,19.954818085,13.476120992,28.9558637028571,26.9346872292857
"IQGAP2",257.227348364286,298.748400228571,153.147185942857,188.407450035714,190.267519571429,236.285222207143,120.188999642857,105.490656657143,143.4274905,64.9327412207143,244.185515485714,196.192439142857,180.296378978571,230.27647085
"CYP19A1",19.1489003235714,16.9381899278571,76.2618450792857,36.0476908478571,10.4486718732143,39.1952687992857,11.8554783128571,17.1347330507143,9.17483435714286,66.05523415,38.3899083014286,56.9748835478571,62.3206444135714,15.0432459114286
"TPBG",38.7797054028571,60.6065361742857,60.8010136657143,41.2386057492857,70.2471560435714,55.6891756257143,49.7576285428571,29.8076067307143,66.0322850585714,45.8342794142857,51.2477205928571,29.7382346778571,55.5265405628571,16.8013231607143
"COL15A1",20.8607204207143,25.2103909207143,24.0373397992857,16.0665005971429,24.1926553835714,39.9404916535714,8.44135023114286,20.0259127707143,31.4074847764286,52.8879026828571,28.2429415457143,20.1053299735714,3.68669849907143,10.8970780863571
"NDUFC1",131.896764542857,119.075992264286,129.305476992857,106.298997026429,49.9427521021429,73.9903197035714,100.717090237857,116.344690742857,91.81996688,91.3136127828571,52.9633561421429,104.932642218571,115.250634092857,155.680811592857
"OTUD4",79.792121145,65.8383296621429,28.8816303442857,82.834857495,43.4053435385714,40.86790415,39.2651853557143,23.5691029907143,39.1151880107143,20.6785352085714,45.2594231007143,68.9709892914286,58.2732358728571,77.4945311057143
"SLF2",77.2798711078571,71.0762779378571,44.3867201885714,64.0653201907143,78.290345255,23.4038029057143,36.2717759157143,44.6120749464286,31.9055122757143,61.2935926842857,46.3240155292857,72.59335524,84.8788597435714,97.7027194221429
"SEMA4G",39.2651853557143,25.5186783678571,102.322776535714,39.7153675864286,46.6721075021429,50.4456822414286,59.5781967507143,38.7383628028571,41.5584616564286,119.674034857143,24.61237541,35.1395368364286,33.4552573192857,19.2654461971429
"SEC61G",132.463481957143,203.144869457143,132.727964592857,170.210842235714,107.478455146429,92.6377099728571,179.6283806,138.5518924,155.781610764286,104.560371467143,85.2938164414286,90.8378842678571,123.867747,245.308341978571
"RTN1",96.1351549535714,86.429210705,35.99559093,142.464369821429,76.3657439407143,76.11634798,60.5272834128571,66.09802199,26.8367034892857,55.88581215,79.8701791171429,100.518810900714,89.0964321714286,71.3681346342857
"ARMC8",93.3628037928572,104.044239992857,74.5616255135714,94.2873804621429,112.403785106429,86.9511481057143,52.998893825,68.4890995128571,65.17149282,35.1834327314286,106.210695767143,106.687367806429,108.641746001429,108.596720770714
"ADGRL1",49.8177925057143,66.8501233521429,78.4681875907143,64.9429674128571,57.1803517007143,72.0517180307143,64.4030531957143,72.2159113871429,60.051360415,55.3489943328571,41.5584616564286,51.9821841692857,56.8466749707143,57.8269738085714
"SIVA1",92.7661368628571,88.6543793521429,142.464369821429,75.4640636078571,90.7610732864286,101.221777387143,133.016543878571,123.705153214286,32.0940418557143,136.06019755,67.417947035,90.0767462485714,78.190913405,94.1472692871429
"ELF4",76.8830409278571,76.5702857235714,172.514615628571,108.727897927857,128.003331992857,99.7577040985714,284.296305585714,145.799025121429,321.698800071429,215.651812678571,107.521148263571,103.732441904286,122.504842385714,104.434760578571
"CEP57",94.3740882535714,88.0087385107143,49.7576285428571,66.1657627664286,67.5100507464286,38.0194522307143,42.1359302185714,43.9167808614286,59.8104555657143,31.8400665121429,61.2388597164286,80.5073171992857,63.413379315,98.4582238071429
"LRRC14",26.7545369285714,18.5790458128571,24.315465775,20.0478653135714,20.4269525878571,2.89775046042857,26.4575715428571,24.4212499428571,44.3297044992857,19.9724313957143,6.28399025314286,11.0108081043571,16.0168331635714,15.83423839
"MED1",51.2616430742857,44.9720730842857,37.4399936492857,49.796926585,59.3853831621429,30.0004192421429,45.3463838357143,12.4647541667857,7.80103833114286,32.4981268492857,31.8628708164286,27.95713553,52.0665703735714,58.9505088707143
"RCAN2",23.9292315214286,19.8120297607143,88.9518102078571,35.2610778914286,26.0684693671429,45.6988997042857,6.58657012792857,51.4728340021429,11.6800094270714,80.8324580142857,50.6959993892857,48.4973693421429,23.2241072228571,37.5430901328571
"EPHA2",29.75032179,26.7488334235714,16.2736689378571,58.5064963642857,38.54025955,4.77259877085714,10.0667457289286,40.3886624571429,10.2944950965714,60.27798398,8.56067858521429,9.38129684628571,60.9116799521429,13.8082777524286
"GCDH",63.3319172428571,74.147041275,89.7793588571429,85.0282212507143,64.7697887692857,58.4636979328571,94.835559995,99.3600675707143,126.905362042857,93.5960092614286,57.4520927657143,61.8685184514286,77.4077923285714,58.8634282285714
"CPQ",127.970903778571,113.228909157143,57.77957711,136.754668271429,236.379682407143,167.365703671429,96.6502750135714,128.518444407143,124.529945607143,64.5552588671429,249.624777964286,176.964875807143,216.704230935714,147.855305007143
"BPGM",59.4587502521429,65.2149589378571,155.972612128571,88.9823240342857,103.420243228571,245.308341978571,84.4729796807143,139.194585378571,106.267907004286,51.6910992657143,84.8788597435714,137.778125585714,74.0712642071429,87.89118643
"PEX14",62.5212727578571,60.4508019985714,75.51452777,48.8627211692857,52.8818895207143,36.8889059742857,68.98778141,30.9680052614286,46.8502687321429,42.7310989528571,16.8496354142857,36.3838671635714,46.6866294542857,42.1563998778571
"ABCA1",65.6885433735714,65.2002262957143,73.6604204557143,62.3438024757143,103.129495255714,125.405512042857,51.2616430742857,66.5210335621429,38.9157839357143,39.6017370878571,213.036324307143,78.5227931371429,93.8814623578571,103.082166412857
"MED12",60.342180995,60.304340525,78.7352522707143,55.1254486471429,88.7669464864286,71.0762779378571,81.5337421714286,57.9402463985714,47.3381725478571,116.382563807143,85.7519962542857,67.3847720478571,67.7571921492857,57.9256882485714
"TNFRSF1B",480.5800328,332.929125928571,609.017113978571,759.599612685714,822.347571585714,408.843039235714,830.168378064286,617.306114142857,621.394970971429,932.952537164286,667.289325507143,590.219631642857,699.224199592857,616.425187221429
"SORL1",1885.36625885714,1692.46094528571,1840.42007,2214.02391228571,4136.67552071429,2667.85325242857,2160.9421525,2840.12040678571,2091.69146735714,2104.94652585714,4744.47729264286,1956.06883807143,2969.56281607143,1456.94492835714
"MET",56.3568127685714,73.33356912,64.6588577264286,54.5649805892857,70.302305215,57.190068825,51.1315413721429,87.3469305007143,64.9860921007143,84.7549922221429,57.8269738085714,48.2677099178571,54.4465534371429,39.3259128164286
"TRAPPC3",164.484667821429,169.546033807143,133.938132007143,161.651529371429,168.801414835714,139.140189778571,204.201769778571,158.492729,144.522266885714,81.2138460542857,181.481375228571,140.034223185714,185.773271778571,173.26191425
"SPG11",166.260726571429,234.819935157143,85.7753790057143,183.531359885714,212.786451714286,146.013871357143,155.811313214286,121.471086021429,125.353437607143,115.006032178571,221.332098307143,279.563491392857,217.738109471429,181.120255514286
"MAP3K3",271.602575342857,210.214606228571,386.42853765,311.682079635714,328.770714278571,400.180901078571,619.070570071429,629.643031621429,570.158241892857,616.425187221429,351.693572307143,239.012446664286,267.358982707143,211.433734864286
"PMVK",115.610021521429,149.8276774,176.611522464286,171.819452707143,121.146370314286,152.099051528571,120.219440071429,164.252492835714,133.825699028571,183.1733496,148.910145107143,89.3052423421429,127.06029275,117.262738978571
"SNTA1",86.8891920992857,73.5021892057143,218.555188914286,130.674901314286,112.65901463,129.271975735714,152.63203995,191.87389435,213.911509807143,140.482939278571,121.288482535714,146.629792242857,85.8594799835714,76.6611527992857
"MTX2",65.9710911057143,77.3564993807143,73.3014811492857,42.3932066492857,44.5701932971429,27.0844820971429,38.9157839357143,25.345950825,81.1849902207143,47.87722875,37.0427164807143,76.4216410407143,48.7735870878571,53.1293173042857
"LYST",270.445443521429,226.97811185,260.82692225,315.930469142857,317.108979271429,258.80114645,463.158304957143,372.727307557143,455.414383878571,320.704299092857,446.42095795,295.634623842857,305.440446842857,286.293691978571
"UPF2",133.886517321429,163.352395978571,167.365703671429,155.519112414286,201.192565285714,178.6879931,74.5909067771429,98.4248885457143,80.7984460892857,105.728105966429,212.203724492857,180.716811585714,161.000833185714,199.937337871429
"ZNF318",52.7257443957143,46.9712492878571,35.7559786135714,24.0610636564286,38.6716813342857,18.3675702428571,23.2958640678571,53.8173615328571,31.954334775,36.6116964328571,37.7315500178571,46.10529886,46.3848541921429,42.7978792571429
"CCS",81.6131239785714,63.8268004992857,39.6589897485714,45.8239033964286,26.8995596964286,90.7231307614286,38.0194522307143,105.094357919286,53.6310258678571,47.1352264757143,67.1525691564286,76.9735791885714,68.1545135871429,90.6007312842857
"LSP1",316.112918592857,205.949104692857,319.980867835714,341.679329207143,458.724734885714,429.927543235714,222.863607085714,689.224097542857,470.794512542857,394.145410421429,321.698800071429,142.464369821429,181.918489335714,141.049877757143
"MPST",79.263268995,62.6794949985714,88.2221891678571,61.158680305,93.1588156685714,94.7663113671429,106.467779335714,47.6704965435714,92.8936938785714,56.1266099107143,109.291889080714,70.0679704578571,83.5582244978571,81.7526839835714
"APC",47.4397657021429,36.7164001407143,53.6034670842857,44.2305981564286,49.5747547521429,55.5265405628571,49.140037145,49.4958928121429,46.1123651457143,51.1925743485714,60.2073874835714,58.0157494928571,48.9983359971429,55.0650858635714
"SEMA4D",604.718568771429,578.709478807143,306.164901964286,452.018553571429,573.451276578571,478.767607721429,402.03196255,276.327502978571,326.92170405,303.083916964286,540.146382364286,694.937793714286,517.273847057143,435.701640492857
"PPP6C",417.026752807143,445.2350757,246.8219685,498.2346585,424.819148307143,336.46245855,263.128249092857,254.596354585714,172.742270478571,194.521690871429,500.654589478571,335.770436178571,498.938513157143,416.208951071429
"STX4",163.806802378571,164.580762721429,97.7188137907143,135.812786235714,180.46629395,180.195516892857,237.437959428571,83.859925155,261.91909065,285.408420357143,253.141954664286,212.665792785714,123.615349857143,152.099051528571
"CUL5",63.8979019642857,78.8838006928571,32.043970925,44.4386267864286,30.3592243857143,37.9845586421429,21.2416952085714,13.8949257114286,15.940998755,19.2970358271429,37.6657656135714,41.9591507221429,48.0529273285714,84.5044614585714
"LSM1",26.3568493671429,48.6686444678571,59.1352751471429,95.92191073,13.6451462732857,40.67541382,22.1085042714286,22.715277005,12.6346456652857,15.9708578571429,108.157003645714,44.702850895,35.4276336857143,120.081112692857
"S100A9",6513.89132957143,4388.711207,3454.11878635714,3374.77162185714,7649.22139914286,9241.18656642857,3592.46244821429,3548.41294235714,2526.86343435714,3374.77162185714,12509.2321589286,7128.80535264286,6513.89132957143,7960.790014
"CIAO1",71.4285015764286,43.663327635,56.3939677614286,50.96344489,58.7992697992857,28.0472282585714,60.7741043164286,42.906485715,48.4790620585714,20.2224784578571,42.45272903,70.5693597228571,56.4296640764286,77.140942965
"PRPSAP2",176.299243357143,81.7893230742857,143.177321678571,97.67967884,87.5238705135714,95.793083595,132.463481957143,142.036671078571,224.252961364286,57.9597655407143,82.2280468507143,133.825699028571,101.369026287857,162.749621542857
"CAMLG",187.432311507143,208.322541464286,190.954456128571,103.732441904286,143.952598964286,149.148033,195.1768579,199.569362178571,174.025216178571,180.195516892857,144.600596671429,171.334022942857,146.773020021429,158.998743571429
"GFAP",14.314960635,50.5459332628571,15.04954032,19.10830131,37.4653743928571,61.8241700092857,37.2327264428571,59.2464977878571,91.5043753864286,30.8626277728571,14.9039882985714,33.4358210792857,36.3410194485714,7.2224569765
"KLF9",35.2296806292857,50.0641084864286,32.6913469428571,21.9108423307143,42.5875231164286,38.6463803271429,38.3228360642857,13.9100765983571,28.8229302342857,25.49683338,24.7384548114286,37.4323679407143,36.5851483671429,43.9700017078571
"STAM",95.92191073,85.487730285,78.2573005021429,41.5959140878571,83.4941266978571,75.4640636078571,27.9675320078571,79.2069763092857,3.91262308307143,43.0282635178571,97.3707348892857,79.7423913985714,89.1704876742857,92.4087952935714
"ALG8",178.068268485714,187.692089771429,155.811313214286,163.043928728571,151.4468095,193.774607842857,164.252492835714,193.159306535714,165.318515407143,120.693249342857,114.908448207143,162.510165892857,144.425772478571,115.58838865
"IPO13",100.236788984286,95.6559035678571,162.415896821429,117.573790985714,87.9193819078571,87.6972228071429,170.404444771429,273.716872728571,135.937386121429,164.580762721429,99.2308254135714,105.561645289286,134.278106542857,68.5336372928572
"CD4",54.1023579892857,20.9069368521429,85.704724195,19.2654461971429,64.17652907,8.62158305235714,115.933345864286,22.0670486857143,45.8914674857143,105.120451706429,12.3129159939286,44.2612733285714,25.9401847078571,69.33979676
"LPL",33.3933535285714,31.0196513164286,29.0508444614286,29.2540709742857,42.8840157707143,32.6609627485714,26.56111362,27.4870199442857,4.53355367621429,51.2704775414286,49.9154063728571,40.941562655,23.7175594542857,37.3066240928571
"FAM189B",59.4964940585714,21.2416952085714,73.7353593457143,43.87342238,20.1277313807143,23.7175594542857,12.27435729,25.9355578157143,27.3057825871429,24.2668136657143,21.5345119185714,17.9504018178571,40.3601644421429,90.685032335
"COX11",49.6361583614286,54.17742536,45.64741504,29.1997830671429,43.0452135857143,40.8010874507143,24.4212499428571,50.86140234,33.2349426328571,46.6040129471429,41.0539788878571,61.2935926842857,26.1203365121429,62.659681405
"MAP4K5",19.4978908821429,30.8430537778571,9.37641215385714,28.0908285078571,27.7184221085714,19.3944270328571,17.6786317464286,6.4770936875,10.5708687528571,13.2345458147143,16.7316806471429,18.3236593542857,21.5023396728571,41.6104120321429
"PTTG1",188.831494114286,186.466981892857,286.094668557143,165.20767755,208.093398928571,232.566705564286,287.707811607143,227.315508485714,181.481375228571,407.426466535714,145.87969625,136.712573414286,144.206982042857,157.631997542857
"PTPN18",201.86691565,172.443236071429,245.7757133,239.918037507143,212.398626928571,257.381436092857,211.88913405,252.584914857143,272.629412978571,306.164901964286,137.4549625,193.108608964286,191.497208307143,151.169533728571
"ZHX2",82.4529424728571,86.6364865357143,127.216600085714,83.97092113,111.273194867857,87.7617803371429,143.4274905,257.381436092857,108.245103153571,162.881490664286,83.7797715585714,92.7951712114286,103.104817518571,113.494642511429
"PCBD1",42.6313773914286,46.176738145,39.2268413635714,32.4310070121429,30.9042987492857,15.6179081128571,7.71835691542857,9.96745166907143,14.7630624985714,6.63223888442857,33.0904438507143,17.86195727,50.5459332628571,4.91562654514286
"CUL7",42.3932066492857,44.1959018271429,66.9882217042857,35.4966571378571,39.3259128164286,29.75032179,70.7089856435714,67.8299108842857,80.0601849057143,76.8965898592857,43.2568104321429,45.8591540614286,34.8420738871429,36.7922942357143
"AOC1",32.5291787071429,44.5389304371429,27.0022841771429,61.637926295,30.5227052807143,41.9328684135714,48.0855273585714,24.8766702792857,78.3461436071428,81.4075368792857,29.75032179,30.5456542242857,42.0804531128571,25.8959669807143
"GGH",40.5087190521429,30.4562486571429,27.5623632742857,22.4953560214286,47.6279726292857,53.4240298414286,99.983650215,76.5152153621429,47.9041109992857,112.084813875,35.795644125,42.3058228914286,70.0452956678571,42.1805251428571
"FCGR2A",1224.12698262857,982.291291464286,1918.309939,1555.46688814286,2526.86343435714,2487.34169228571,1988.71081914286,1622.10369064286,1718.70339642857,1559.4797325,3087.84767235714,1555.46688814286,1634.6647935,1399.76031428571
"FEZ1",32.6035381035714,37.4195385157143,35.5815932578571,58.0996277607143,29.3688843428571,57.0856861285714,51.796980555,41.4638304135714,48.4427422807143,58.95731475,41.5063409092857,39.7153675864286,29.4592048021429,32.1518598214286
"AFAP1",9.87676442228571,3.80327002242857,1.30646458407143,11.7230243358571,11.4668677572143,12.6913333841429,5.00684537757143,13.3374877631429,1.73725017428571,15.7895885742857,2.744907462,0.895315994642857,2.34828280785714,15.7488778635714
"FANCG",58.7169839371429,17.45888405,8.3707117455,35.78541437,20.1819972928571,17.4737141985714,19.8251799557143,14.474410295,20.9300846735714,25.7832267814286,16.2358555814286,13.1304508510714,13.6629651035,49.6652911864286
"MNAT1",6.18348593064286,5.45913669578571,3.96660019878571,3.84330136964286,4.64208700735714,6.69056487092857,10.1114878310714,8.8140617005,21.8962214528571,5.98021643242857,2.10920033314286,5.76035289914286,5.98021643242857,7.62017607521429
"AGL",59.6505620635714,54.94512952,33.1028387542857,44.9880343057143,34.4045447385714,6.1613022925,13.8014610242143,7.38646279242857,46.5618634264286,34.5221843814286,30.4718054007143,46.4372413321429,34.6636858014286,104.876358335
"TRIM38",241.943003835714,236.379682407143,210.537875664286,285.55117315,290.627865164286,390.890275385714,284.653557078571,245.451269514286,268.76987215,273.716872728571,279.406534771429,238.673215028571,272.25629355,242.654062857143
"OFD1",298.927893321429,327.950515514286,284.873701278571,236.640882864286,142.344527471429,171.399599478571,275.041698157143,164.940974821429,292.811323707143,387.887652157143,119.764825707143,199.363502107143,302.112687321429,315.108123528571
"LOXL1",4.42689260571429,4.37675176671429,5.93876437778571,4.96700645078571,4.85328107392857,4.30865567521429,8.62835318242857,10.134648041,5.07515220542857,6.15053595864286,5.663550725,4.96443626757143,4.2458132655,3.65268560942857
"ADIRF",2.35664597664286,15.9353633957143,4.86964339214286,16.0045443514286,22.9935416678571,8.80721598814286,5.45913669578571,10.1173418631429,5.2335166395,20.8036984657143,3.10065335435714,2.01642551464286,3.75235452728571,2.14315757621429
"TAF6",115.069234364286,121.146370314286,110.767577179286,198.640095921429,130.778877028571,89.4754073957143,141.668566114286,152.53429595,272.25629355,85.4320125071429,74.3364441992857,53.7334771135714,89.3052423421429,117.957516757143
"RABGGTA",103.91169234,99.5998202571429,115.197753571429,156.513195071429,116.6353866,129.10258325,135.812786235714,224.790327807143,62.5875945657143,103.162845682857,93.3628037928572,72.0517180307143,78.290345255,113.228909157143
"NFIL3",229.209801871429,244.703171478571,165.164202457143,305.219984571429,406.008010571429,518.438509671429,156.780380535714,283.365260157143,195.672771278571,86.2712947278571,714.283963471429,313.355921228571,328.297150585714,257.227348364286
"CSNK2A2",58.0241490735714,77.7957493407143,80.1848971778571,48.3731867114286,56.96173021,49.4958928121429,73.0958727,76.3657439407143,45.1601237828571,113.848639886429,53.2174564614286,43.3805695464286,91.5592711521429,58.95731475
"BCAT2",29.5040096892857,30.26349172,38.6152794157143,18.2206585864286,32.8240531678571,16.0303184857143,56.7618114078571,38.7881092085714,29.11590711,35.9248614342857,17.452311655,23.2766185464286,22.5627412914286,45.2290038392857
"GTF2H4",59.202113495,54.5167820985714,9.107547581,69.0984295442857,64.9860921007143,42.6708999621429,64.9429674128571,57.8472931635714,79.9631062978571,62.1514020357143,64.884851445,35.5378614142857,60.9438153614286,54.17742536
"SLC7A6",261.250411614286,265.146633892857,147.129695314286,172.317286857143,176.299243357143,91.3136127828571,151.31021385,171.447269135714,75.6784643935714,163.083097592857,122.854208114286,207.938230614286,158.173813521429,142.290917292857
"SPHAR",64.2475677921429,58.4994205071429,32.2019768585714,51.2038771207143,50.708220475,42.9228952285714,41.45543679,35.4448843114286,36.5296924914286,35.8616111335714,53.3779504314286,56.6859084628571,58.9255547485714,81.9099818107143
"UNC50",130.737444078571,130.814308085714,79.9631062978571,129.22825795,98.6692431021429,58.1498364757143,70.4934512314286,112.370183965714,44.6806704278571,4.49029290035714,117.628034978571,97.2219373207143,104.597910644286,146.263450042857
"EMC2",71.6669994564286,56.2336012692857,63.94872737,64.513137235,60.4984762528571,46.7518754414286,45.9811709435714,28.7672298828571,54.4465534371429,4.70000714714286,94.8674777078571,67.6440426907143,55.3574099921429,125.602814928571
"ZNF185",291.580165278571,246.07149205,352.958096921429,236.759183971429,288.337003614286,291.915542021429,191.580674771429,262.872156664286,144.134977228571,224.252961364286,287.533254207143,247.962971042857,192.4001026,127.098902442857
"ARL4D",47.23512607,46.4120337192857,53.4240298414286,59.1352751471429,40.9022120321429,78.1548056414286,81.0820367557143,98.4072089878571,52.8685920757143,50.4348147335714,37.1951592614286,47.1646512,41.4708051578571,24.2592432228571
"TFDP2",12.3898650714286,56.2662654478571,38.1151016392857,38.207054655,19.3399881371429,22.6464564435714,54.3869482807143,41.2242936835714,66.6232902057143,88.48749775,53.9469294764286,27.5507481157143,29.5429656357143,36.199799405
"DYNC1LI2",91.7533194635714,70.526818565,97.7027194221429,62.6132481842857,89.6587660178571,60.8223449692857,64.3244400742857,51.1463298014286,81.39719179,73.8145815914286,65.7646231764286,39.922997745,67.0846082714286,70.3206361928571
"CSF3R",645.252065307143,540.671500678571,647.130758892857,446.96270415,1084.17000467857,755.854479585714,668.841121021429,662.027971128571,453.7648775,810.330408142857,924.541204607143,523.309295914286,680.992589992857,383.272064092857
"FSTL3",41.7196951521429,50.0074096621429,58.0996277607143,70.2581329728571,46.9418416228571,74.9433863342857,105.860370505,81.2551861014286,33.3236875357143,14.7904148285714,25.690461395,34.7741297021429,24.9083501407143,35.2728199278571
"CD2AP",74.6755228521429,33.59857089,48.3406688857143,31.5060271164286,18.7768636485714,65.8516091371429,3.80327002242857,4.85065966021429,2.78350355535714,3.93570723971429,25.3056569421429,53.4987724085714,39.4463775414286,81.7719062392857
"RTCA",50.1763585121429,33.0673654192857,23.5862017464286,33.0810793757143,36.1542942271429,15.1155925142857,17.0360062328571,24.8171013221429,6.39191462778571,11.7519979193571,51.7563900171429,52.0915860764286,28.6718641264286,75.1115155578571
"IFIT5",82.4732074285714,109.587962681429,35.5500953964286,95.2604255064286,67.2279920414286,222.133940042857,53.1760303271429,14.5732924814286,33.1098467921429,16.3547867321429,96.4326832407143,88.3063171585714,65.0630374314286,99.8925991414286
"WBP4",43.5563830507143,41.9656960842857,36.5450329921429,44.2084137285714,42.2221409528571,55.8574904421429,55.010281735,60.23236863,27.0577543107143,28.8759948742857,59.36098441,53.80611282,50.32693006,59.1466330042857
"FAM193A",172.977906678571,195.970360607143,167.473339878571,143.329772571429,143.233874321429,161.829185578571,185.872171742857,370.295721878571,205.857209564286,124.015766292857,164.7862121,132.875589407143,157.242750328571,127.021268585714
"ZBTB17",39.3415504221429,40.5384108942857,68.1545135871429,40.8373105021429,34.9862643928571,30.8943763264286,57.2476226192857,65.635396805,29.8549599364286,69.0470831478572,52.209512055,48.5182957964286,52.372097635,47.39609263
"ZEB2",41.5267516778571,40.6670425985714,21.0006088228571,31.0841917778571,38.4854618342857,33.6492921671429,28.8040573807143,15.0188848742857,19.7137060307143,4.36363135714286,58.6333187128571,30.16643193,41.0539788878571,105.691832862143
"ZNF516",65.2597221742857,75.7109292407143,69.4336604742857,40.073488145,117.022379578571,71.0369273378571,73.55617565,87.155443035,89.9547692207143,85.4599924042857,155.781610764286,95.5776221707143,59.0197222928571,94.73750545
"SRP54",191.048078128571,230.554761078571,159.75696015,148.99815405,165.263547835714,144.478150821429,100.320021631429,79.2460293721429,76.1971081714286,92.2225333928571,212.086498892857,184.047444785714,145.9862335,222.249785957143
"NDUFS6",200.023445857143,238.922353364286,191.61906305,242.105614664286,158.613577635714,131.5175961,212.786451714286,198.640095921429,126.1314849,127.496584885714,175.334508792857,165.389461542857,273.37387265,337.53840475
