,normal_1,normal_2,normal_3,normal_4,normal_5,normal_6,normal_7,normal_8,normal_9,normal_10,normal_11,normal_12,normal_13,normal_14,symptomatic_1,symptomatic_2,symptomatic_3,symptomatic_4,symptomatic_5,symptomatic_6,symptomatic_7,symptomatic_8,symptomatic_9,symptomatic_10,symptomatic_11,symptomatic_12
CAMK2B,80.42454301,73.13986559,58.49064516,64.08231183,80.44806452,48.81333333,71.20494624,46.76133513,61.81365591,61.24021505,57.94978495,42.2611828,64.49043011,67.03978495,31.69682796,50.43510753,43.69704301,48.15736559,52.59236559,57.64102151,56.01763441,53.4788172,42.57263441,48.35123656,54.13741935,47.83668203
NPPA,262.2626344,248.5002151,92.72238863,242.7129032,333.9924731,172.8120161,203.7645161,98.83682796,117.5541667,170.5997312,140.6284946,113.9629301,71.54462366,53.88655914,98.49435484,179.4061828,61.5016129,160.036828,110.8864247,153.2107527,94.89811828,152.2517204,112.5804839,114.0127688,139.7302419,238.0451613
BBS9,20.09430108,19.04650538,21.94360215,12.08655914,7.305645161,28.13884409,27.79596774,25.30271505,16.04112903,18.7094086,23.06733871,19.40268817,33.39139785,22.7577957,32.73252688,19.04037634,38.91854839,17.0094086,17.59758065,26.5961828,21.8766129,36.82973118,12.37537634,22.01962366,23.3577957,16.61021505
HGF,13.35677419,31.16655914,32.99935484,17.99602151,12.43387097,25.19505376,15.91150538,28.58731183,30.25677419,32.53801075,26.45967742,38.40535842,31.21005376,14.14419355,32.51865591,25.25129032,32.76973118,41.69962366,39.20489247,32.27602151,39.32978495,45.76849462,35.59494624,32.79005376,45.45177419,20.40225806
EPOR,336.3470968,281.2734716,246.8719355,408.4246774,306.0487634,288.7729032,338.6071237,269.8716129,317.3197312,353.1425806,216.6779668,228.8480645,188.4029032,204.5797849,175.8943548,261.975,160.9498925,251.5588172,251.9282258,237.7195161,235.7157527,221.0550538,224.4710753,226.6386022,252.3010753,207.2912903
RAD51D,108.7175603,109.1697273,83.07795699,62.10430108,41.94129032,120.991129,102.1364516,103.0215054,84.39620968,78.19913979,107.9130108,175.5327957,141.1603226,145.6389785,99.6311828,111.4298925,86.85752688,101.6556452,82.05983871,51.4327957,112.8584005,55.6355914,54.83481183,99.3172043,88.6166129,92.77768817
NCAM1,37.96327957,34.58091398,46.82255376,21.44983871,33.73602151,42.62365591,49.54612903,30.69328917,28.38010753,35.81043011,68.27685484,49.71075269,51.71736559,47.8550384,38.95806452,56.32916667,38.7797043,43.66080645,45.34666667,37.0849616,59.54623656,27.3811828,41.77365591,48.9116129,30.45564516,30.55577957
NFKBIL1,44.48997312,19.8516129,19.92795699,50.17473118,138.8643817,19.19811828,119.8075269,19.23091398,25.9155722,23.59946237,18.31172043,24.61935484,15.93021505,70.4072043,14.82956989,51.86290323,16.35580645,17.32365591,11.43494624,17.29946237,23.26462366,26.87150538,91.49143625,29.06352151,15.48682796,18.79704301
PLG,17.60591398,36.31899642,15.44973118,11.93575269,12.00322581,24.49475806,8.410483871,8.345430108,7.742204301,16.4,13.0483871,23.20739247,22.67163979,23.94900538,7.49905914,18.91310484,14.18225806,8.714516129,9.832258065,11.88112903,16.54155914,14.99489247,6.840322581,10.88198925,27.06247312,31.19327957
MIR6778,23.21653226,19.57231183,15.24852151,16.23494624,26.07688172,14.67569892,14.26451613,14.83172043,15.89677419,21.56360215,12.04623656,15.24516129,19.78666667,21.15510753,10.96397849,15.02553763,18.28548387,11.61061828,10.3483871,16.3688172,14.56344086,22.43212366,11.21129032,9.140322581,14.05134409,17.40698925
CSDC2,30.95650538,18.86290323,27.55537634,22.96397849,31.68709677,13.38051075,15.66666667,17.15860215,13.32607527,16.58494624,23.81079301,13.39516129,8.254301075,11.36236559,10.5811828,18.23564516,7.956989247,8.589946237,12.32311828,16.3688172,11.53333333,11.43709677,13.39516129,12.6827957,21.84126344,14.86209677
NRXN2,8.441935484,48.75483871,7.309677419,14.73046595,17.64553763,9.956451613,29.86129032,16.42602151,9.210752688,7.49233871,11.24276882,7.223655914,11.48763441,8.46344086,14.19677419,7.982258065,6.927956989,17.99602151,18.15033602,15.50188172,8.496236559,19.04986559,8.183870968,15.17349462,21.64973118,28.85341398
KDM4C,126.3274194,85.89311828,113.5281183,71.25919355,65.46516129,88.2905914,134.2995968,97.2266129,89.65698925,76.0063172,80.32879032,99.00478495,83.81680108,81.27639785,105.5843259,83.51693548,111.0094086,115.5272043,97.34892473,91.19892473,108.2693031,122.3664516,116.2311828,105.0754032,99.38465054,156.8516129
ASCL1,105.1018817,80.72997312,21.81733871,23.01209677,66.98096774,69.91026882,82.21483871,20.14704301,76.55591398,24.39489247,45.12080645,29.47231183,28.70053763,14.98172043,58.94758065,40.80973118,24.29053763,45.22537634,63.09596774,30.59424731,13.48198925,61.95448925,68.09758065,65.56048387,19.83655914,13.94543011
ZNF268,6.952688172,27.9277957,14.03924731,66.72615591,3.442473118,3.289247312,4.235483871,20.94,26.23548387,2.511290323,5.927419355,4.122580645,2.810483871,35.19435484,41.44795699,8.36655914,54.20344086,64.4483871,10.82110215,37.12397849,32.41338326,57.46569892,2.265860215,27.01688172,22.41865591,25.90295699
GABBR2,28.37043011,46.29395161,35.43817204,62.70188172,37.96580645,40.65709677,19.96155914,19.74811828,20.37002688,31.96066308,19.31075653,25.52567204,9.887096774,16.3311828,34.76301075,30.90408602,33.65959677,45.76849462,40.55497312,28.96912442,20.26263441,18.97903226,28.46790323,43.48419355,28.06516129,32.24677419
ABCB1,10.82110215,34.61129032,69.8344086,135.6811559,36.0311828,64.3630914,113.9989247,58.02473118,40.70755376,60.76774194,69.17002688,68.12994624,66.34166667,50.91075269,96.95215054,86.20268817,75.86344086,78.41370968,52.18051075,59.65322581,95.09032258,55.67526882,59.45604839,41.10913978,78.53924731,80.58156682
TCL1A,140.197043,121.5563844,118.5073387,238.7715054,157.2584677,285.6965054,148.2448925,116.0900538,124.7472581,310.8827957,140.8557527,135.2389247,215.8859677,264.888172,238.2725806,233.8962366,181.7448925,73.61822581,129.8486559,153.3310877,74.23134409,146.8205376,146.0829301,290.1572581,114.7072581,171.1655914
PIGO,97.89139785,88.85301075,45.74341398,63.7716129,114.3614823,50.06424731,67.62543011,63.21787634,34.89704301,72.91632873,65.95255997,53.18833333,30.49768817,15.42795699,25.83424731,56.0213172,38.32607527,35.83583333,40.88674731,49.79736559,50.65040323,64.1036828,42.94623656,54.84488479,49.7530914,52.77231183
SOCS1,45.28225806,30.05141321,46.34018817,38.32064516,88.83091398,35.17416667,57.4144086,48.18607527,39.62513441,36.49005376,44.62231183,40.52507646,43.81086022,50.39666667,29.31983871,39.42150538,32.98876344,31.14569892,44.88387097,37.36395161,34.68532258,51.23182796,36.89163979,40.30360215,47.7538172,44.10043011
GATA6,4.90483871,8.805430108,18.79247312,4.824301075,34.85764785,5.753763441,1.993548387,10.60806452,28.47580645,29.37919355,4.232258065,8.961827957,6.662096774,0.854032258,9.372849462,21.15510753,23.18434716,2.058064516,15.70806452,15.32903226,18.52016129,9.488709677,17.07091398,27.96271121,31.27083333,24.56400538
OLR1,15.30887097,54.62905914,37.96075269,48.19021505,45.01729647,44.59989247,33.13370968,16.39516129,22.91041667,83.05806452,55.68037634,61.34126344,36.75494624,55.6533871,28.47580645,34.00516129,29.32231183,38.77392473,25.82897849,46.76440412,67.47145161,34.19274194,18.32688172,34.27362903,33.02953149,44.61639785
GART,90.79908602,65.28822581,71.77591398,92.50322581,66.98096774,61.01774194,46.02231183,64.78516129,36.44215054,61.65427419,59.12053763,36.69311828,42.78715054,64.41989247,46.8459319,47.29814132,49.24935484,60.78768817,46.87709677,58.26435484,39.76933692,55.07725806,46.6972043,65.3122043,77.35693548,64.93596774
ABHD14A,42.54005376,150.7196237,96.42526882,176.7104839,95.50416667,143.7532258,171.4725806,96.2172043,133.7653226,22.53884409,129.9233871,163.3402151,113.2325269,144.6989247,109.6787634,100.0484178,96.09250768,117.1521505,97.70225807,74.43971774,103.8852151,34.3672043,134.2995968,135.1302688,69.33763441,123.1567742
GPD2,33.16389785,11.08225806,17.1608871,18.19731183,45.93978495,40.42024194,33.2444086,23.06733871,31.95120072,22.18924731,17.98091398,27.2105914,7.042831541,48.05564516,18.94784946,10.84758065,14.47795699,17.01612903,45.52822581,16.3688172,45.19919355,19.86801075,31.94516129,22.55806452,23.64569892,23.92876344
GOSR2,69.03258065,54.67715054,50.92956989,42.86537634,45.78564516,35.03752688,60.75822581,49.95301075,51.36655914,54.91408602,59.46860215,44.10854839,59.62365591,34.50258065,48.43946237,48.64836022,45.37299539,44.6333871,58.92650538,38.60539427,34.32857771,64.31026882,56.6183871,41.76388633,48.89096774,40.42827957
SLC25A1,114.8125538,53.43147849,69.53655914,123.2920699,184.606828,122.5955645,97.14919355,154.4016129,122.6599462,39.03615591,64.36666667,101.0895161,40.03752688,125.7053763,97.66236559,50.92064516,67.32123656,58.25860215,102.5686022,28.79647849,61.74803763,118.3667204,111.3551075,45.48900538,80.53145161,52.26596774
HPX,47.56067204,93.38002688,17.93333333,113.1021505,35.10967742,29.53268817,32.78189964,25.76462366,24.70168971,35.46301075,20.98709677,23.97607527,56.42258065,69.26451613,18.03198925,19.14163979,27.99276498,79.07607527,60.27860215,51.54102151,29.60537634,41.37301075,14.26666667,45.55451613,34.52979839,20.42731183
MAP2,135.929808,116.3247312,89.0372043,325.6169355,84.55967742,47.42790323,91.29302419,67.27096774,37.54429723,48.90849462,3.73938172,16.48225806,12.21182796,26.54295699,62.43736559,59.12053763,57.91669355,76.69946237,47.38415899,92.18790323,103.8852151,16.70806452,47.99569892,60.71639785,51.58640553,92.46505376
MYT1L,8.029032258,24.8188172,18.35486559,36.10064516,26.50939516,28.85591398,5.510752688,19.40376344,17.06494624,24.6593702,21.14959677,15.0030914,5.991935484,8.361290323,6.922043011,16.50268817,27.3702957,10.90322581,36.33354839,15.50188172,21.52889785,15.41801075,9.005645161,16.14892473,23.01209677,27.88221774
CALML3,73.83602151,67.72276882,16.77930108,144.4620968,29.71317204,71.72594086,32.425,39.23951613,60.62312212,48.66115591,33.25489247,51.9066129,22.07432796,83.08803763,16.51680108,25.85830645,33.58139785,33.42096774,92.40344086,69.22908602,34.71706989,46.50645161,12.37537634,42.45841014,30.82053763,10.40752688
CCNO,139.5344086,124.6156989,63.47725806,45.15080645,84.16908602,24.49475806,22.7438172,19.03346774,127.4447581,35.89892473,80.20795699,42.72025538,16.63870968,56.28360215,40.38060036,53.39112135,67.04677419,91.10672043,56.22620968,108.9139785,20.32096774,70.98508065,67.58290323,120.4147849,94.41532258,105.7843011
PCGF1,44.54717742,76.20545699,41.20771377,71.89534946,44.57408602,47.70860215,74.41666667,77.22827957,52.62854839,50.77580645,80.5405914,49.87706093,95.24582181,68.60376344,38.47620072,35.35913978,93.67879446,72.26811828,57.1738172,42.78715054,35.31985407,41.24174731,61.53521505,29.41885177,57.34021505,19.42956989
UBE2E3,98.35352151,111.7474462,185.2160215,86.44771505,80.03252688,132.4913979,114.4731183,153.2264785,82.83137097,122.8965054,114.0127688,79.60577957,102.4063586,162.9002688,162.7958065,135.1454839,244.8082296,142.0619355,216.9485525,153.4930108,138.2627688,186.1721505,222.5319316,150.4103226,142.8905914,143.9293011
CARD10,45.72365591,17.88208525,34.15215054,30.30860215,48.26021505,15.39650538,22.78010753,17.8655914,73.41905914,35.24390681,32.92387097,44.96680108,17.15672043,66.02811828,26.91908602,48.38774194,29.84837366,15.62177419,29.06352151,15.32903226,35.17865591,29.79413979,48.14139785,29.31736559,38.54914875,12.25430108
APEX1,413.5387097,447.2155914,434.7325269,191.8721774,169.8249194,411.5317204,285.1069892,337.1493088,282.6403226,493.5196237,357.9125,326.2903226,459.0862903,234.7040323,318.9586021,379.3379032,261.7588172,403.2873656,330.3250978,302.1912366,277.25,317.3197312,218.1198925,272.1967742,245.8083333,393.7
ORC3,17.35591398,4.866129032,14.4177957,14.15564516,4.335752688,57.47204301,11.54005376,11.71424731,8.933870968,24.62384409,8.740860215,12.91639785,19.41451613,12.73870968,87.20973118,18.65896697,24.68787634,11.24276882,16.45994624,20.40806452,18.06478495,98.22284946,13.10241935,11.49879032,37.35112903,12.39537634
IDO1,68.80924731,165.9212366,102.7212903,85.24677419,32.62927419,154.244086,134.9348387,137.9870161,71.56620968,146.177957,92.56043011,70.03333333,164.6071237,28.12240591,114.5805108,198.8921505,198.9197849,38.4172043,100.5581452,84.03897849,180.3495968,107.0839785,128.5381183,21.12241936,31.43607527,26.26397849
CD247,462.6873656,369.5729839,404.690169,120.6297312,343.7589785,914.3526882,768.2526882,573.7298387,490.7854839,880.9739247,1355.174032,889.9099462,875.6083333,809.691129,339.9975806,366.7432796,440.4290323,523.1040323,999.5197312,379.7534946,399.4204301,415.8478495,367.5516398,614.0099462,582.008172,553.7090937
SPAG6,62.5652957,17.04731183,40.12521505,89.6183871,70.26532258,36.14344086,35.89623656,74.68548387,40.81854839,85.31432796,55.30061828,52.26596774,61.74803763,35.43817204,64.91635945,54.61010753,29.79516129,23.32473118,50.08290323,43.19919355,83.87795699,41.11486943,65.65473118,51.20591398,17.43943548,53.36790323
SNORA66,2.276344086,5.74516129,4.124193548,3.436827957,23.87532258,1.914516129,1.777688172,12.6047043,11.63333333,20.12163979,3.864516129,27.00862903,24.18198925,3.859677419,6.203225806,2.643548387,9.346236559,4.635483871,2.576612903,3.549193548,24.71397849,5.177419355,0.808064516,10.40752688,4.085483871,8.507258065
NOS2,122.4885618,114.0127688,113.5281183,157.6472532,233.7841398,73.85591398,171.3022043,86.84926592,146.102957,123.9729839,100.8417742,148.8860215,129.7001882,128.5016129,52.58252688,106.4974462,69.69314516,90.23951613,95.70483871,56.5638172,67.20873656,85.24677419,116.7733871,127.5766129,89.91935484,143.3910753
PRKCQ,117.5731183,143.4492742,153.6748656,361.6887952,170.1017204,242.6161828,160.4770968,211.7478495,150.4943011,256.455914,215.5870658,199.9946237,256.6849462,198.6511828,186.5295699,198.8,145.1164516,201.5212366,218.9130108,135.091129,199.5346686,185.0229032,161.7204301,162.4998656,169.0054839,172.7763441
SLC12A5,36.03817204,97.9233871,103.0643817,211.7478495,116.433871,110.5024194,91.43870072,94.49911674,75.97443548,64.2844086,71.85376344,82.54924731,54.88836022,39.39110215,18.31172043,87.6219086,85.49301075,61.14508065,47.04370968,93.07956989,108.2693031,91.42060932,30.15107527,67.9311828,68.72553763,52.26596774
PGM3,9.802688172,8.388172043,10.7016129,19.23924731,12.0672043,5.911290323,9.454032258,6.125,7.545698925,12.45026882,7.618817204,32.74919355,2.853225806,4.684408602,5.178494624,7.438709677,27.0858871,24.20537634,21.8766129,28.92096774,7.683333333,24.42212366,27.86591398,9.480376344,8.006989247,8.965483871
CTSZ,35.19973118,46.97688172,180.8034946,65.13736559,14.02956989,100.9926882,108.705013,102.4346774,102.1864247,82.24994624,85.5233871,82.33763441,151.1019892,115.9012903,54.55295699,105.3435484,37.45430108,15.57016129,32.5888172,65.89422043,99.35618279,23.13895929,92.53258065,12.7938172,22.89489247,13.94543011
FRMD8,80.38922043,20.496819,25.90963902,57.10215054,67.27096774,17.95948925,101.7776882,42.76169355,73.62653226,64.2844086,26.1188172,41.14561828,25.71204301,20.00188172,52.34193548,22.6261828,15.23413979,57.2938172,55.20682796,34.31311828,19.44435484,18.7672043,15.45483871,10.79516129,22.41865591,9.538709677
LYL1,505.4747312,681.9275269,513.4937788,781.4443548,447.8413979,464.566129,637.9453763,292.6758065,563.0908602,621.1758065,436.7352151,386.9322581,580.8456989,724.0956989,203.7072581,469.2966129,171.0443548,271.2545699,286.3250538,252.6051075,259.9462366,251.088172,312.9186518,297.7583468,292.1885753,246.2736559
IDH2,73.74798387,87.98736559,99.39862903,24.57102151,59.20344086,100.9317204,67.69430108,137.5463441,76.03884409,69.12741935,117.6241935,86.62502688,148.2924731,112.6565591,64.43924731,86.43077957,94.24892473,77.69336022,107.2998325,56.97405914,66.97177419,61.51303763,88.73817204,70.58924731,43.05362903,33.82112903
NAPG,15.54473118,32.45580645,52.03919355,110.8575269,134.8276882,14.45857527,14.18521505,28.85341398,40.77096774,114.608414,31.48768817,9.669354839,8.36655914,101.6920968,53.63263441,58.07048387,50.10682796,29.11066436,31.67592934,41.92704301,72.45768817,54.53413978,38.94258065,70.98870968,70.60215054,82.50005376
SERPINC1,4.702956989,3.867741935,6.28844086,9.831272401,3.608064516,5.66827957,5.563978495,7.605913978,6.71827957,4.501075269,2.911290323,2.82016129,5.244892473,3.988978495,16.51680108,9.443548387,6.267473118,3.259677419,5.056451613,10.55860215,4.680645161,4.275806452,6.115053763,3.510483871,4.983064516,5.919892473
RAPGEF3,84.02701613,43.26129032,64.3630914,101.9198925,69.18978495,49.38924731,28.03655914,73.20731183,65.20573477,70.36344086,16.58709677,24.87859063,84.71612903,43.0436828,64.91635945,54.43629032,36.5516129,57.78790323,62.22688172,83.82580645,56.45747312,73.01685484,21.67150538,50.73908602,87.23655914,66.38763441
TPX2,12.35013441,42.51672043,18.55139785,248.0668817,113.6173656,53.13467742,47.5747043,56.59784946,58.25284946,121.6322581,84.24282258,13.00752688,52.25123656,86.42258065,26.72102151,91.59115591,56.09677419,65.39919355,77.31424731,18.94623656,112.8584005,53.35241935,39.91231183,75.98681452,72.99384409,64.78016129
TAF5,16.21129032,37.16150538,76.45072167,31.77849462,78.51545699,51.38592131,19.21397849,13.89247312,14.42370968,41.43623656,40.08991935,12.82258065,5.912903226,67.20564516,93.73763441,53.24650538,110.5024194,51.97096774,97.89139785,90.93188172,88.11263441,113.7916667,72.45768817,69.0374232,93.03629032,89.69677419
HAUS3,39.85575269,4.462903226,4.994354839,5.68844086,2.853225806,21.30486559,2.971774194,5.420430108,26.56634409,38.40149642,26.79166667,7.115107527,46.86526882,26.06532258,39.7913172,9.216397849,32.39239247,39.24327957,7.410215054,9.20688172,5.770430108,12.82526882,48.83870968,5.591397849,7.019892473,13.08145161
TSHR,9.633870968,6.409139785,4.202688172,11.56155914,5.577688172,9.370967742,9.082795699,5.341129032,7.601612903,21.90954301,9.579704301,18.87204301,17.73602151,16.75322581,9.241577061,4.335752688,6.159139785,9.722580645,2.934408602,7.020967742,6.286021505,3.366666667,19.7572043,7.916666667,6.409139785,13.11155914
RND1,71.99973118,62.11139785,23.83252688,12.61935484,32.79005376,24.39180108,33.42795699,45.31032258,16.80577957,30.72090054,40.48026882,18.73817204,81.73150538,37.07505376,32.51865591,30.03266129,29.22989247,72.90900154,42.10013441,61.36580261,21.70032258,29.88756144,15.65147849,20.61715054,23.21102151,12.21803763
LOC101060386,26.72102151,30.28083333,16.40322581,6.562258065,14.18817204,18.2983871,1.016129032,6.651612903,21.56096774,3.270967742,20.89032258,35.66386713,4.37983871,5.475268817,24.21397849,15.02553763,2.75,19.22258065,13.72701613,2.567741935,1.315053763,14.84731183,20.4455914,20.11344086,7.581451613,21.15510753
MAPK13,30.82795699,82.78360215,132.5102151,87.39247312,119.1555108,94.22352151,116.375,114.9758065,108.445,79.31263441,78.83978495,48.40422043,72.95537634,63.20180492,85.55951613,95.86612903,95.45768817,86.2286828,77.14989247,68.86862519,117.0104839,52.17177419,110.6352151,98.42526882,106.6905914,62.42634409
PDE6G,51.4594086,38.30759531,35.94762097,84.62419355,31.60506912,29.77284946,47.23594086,19.58854839,43.31604839,33.4344086,30.74022849,24.77930108,45.51205837,37.2266129,18.03198925,27.22760753,25.20301075,14.92284946,13.72701613,26.63913978,22.11370968,32.45580645,21.83051075,19.38091398,30.12889785,21.99811828
ZNF589,54.37096774,98.72639785,81.08091398,129.7954839,84.92123656,115.4887097,86.7016129,68.07677419,81.48333333,86.10672043,87.90473118,72.16290323,70.9061828,98.3655914,81.67247312,80.77553763,83.37580645,93.9677957,78.97043011,93.50048387,88.95658602,67.55793011,85.44303763,67.45806452,64.43010753,48.22009286
UPK1B,48.78032258,55.37271505,58.27142473,72.34553763,128.6505376,68.23639785,31.69682796,72.12271505,57.47204301,20.45032258,75.10967742,42.34919355,37.96075269,33.28793907,38.14822581,72.77774194,54.80615207,53.65301075,32.76973118,59.15645161,63.27983871,40.78212366,48.48889785,73.04892473,38.46419355,51.45026882
AQP4,7.215322581,5.613172043,8.681989247,5.141935484,22.94744624,7.819086022,9.280645161,11.5061828,14.09166667,17.59637097,8.316935484,14.08629032,5.528225806,5.93844086,9.182526882,2.971774194,6.822311828,3.715322581,3.736290323,4.555645161,8.227688172,5.333333333,3.144354839,9.568817204,3.868548387,13.03387097
CHKB-CPT1B,43.76682796,53.62322581,96.81674731,63.75053763,44.70591398,84.8361828,63.48736559,97.31537634,107.7456989,121.1952688,83.40080645,91.3763172,54.35215054,79.5311828,80.1827957,49.45350358,60.47741935,69.72946237,46.55637097,82.75322581,79.77150538,64.59462366,63.81946237,78.6902957,49.0952957,44.00268817
CCL19,24.78715054,79.11989247,49.35548003,85.00846774,55.84774194,29.88756144,20.88225806,17.07091398,34.78167435,19.10416667,33.90026882,29.57755376,76.98008065,109.305914,39.01516129,24.5,36.5516129,73.54397849,44.08770737,21.66532258,39.98005376,13.96344086,17.74166667,23.39333333,9.033064516,38.99516129
ST8SIA1,10.52701613,15.35526882,7.46344086,4.440053763,5.632526882,2.612903226,4.896236559,2.272580645,14.8827957,3.709677419,28.90107527,19.90793011,23.35419355,24.98494624,26.95645161,19.19811828,5.538709677,2.685483871,2.679032258,10.92956989,5.393548387,4.894086022,6.287096774,21.97430108,33.19193548,19.72473118
CTSV,14.37924731,10.75963902,9.227150538,8.75,8.503225806,15.76935484,7.593010753,5.811290323,7.987903226,11.09408602,7.683333333,10.67365591,14.00322581,43.57983871,5.701344086,7.296774194,5.670967742,5.329032258,9.708422939,10.67365591,6.19516129,9.488709677,7.581451613,4.078763441,6.610215054,5.741129032
2-Mar,737.7447005,589.1540323,579.9295699,726.1204301,854.9206452,418.3591398,530.9733871,339.9975806,383.7104839,438.9518817,518.5575269,614.0099462,557.0256912,499.7943164,155.7867384,349.3311828,236.372043,282.6403226,430.4438172,267.657165,287.6307604,370.0299462,245.4155376,337.1493088,259.788172,348.8435215
CELA3A,103.2205376,84.14784946,76.91311828,162.1908602,108.9814516,67.58290323,75.20994624,63.88413978,72.37069892,106.0086022,80.63629032,85.30494624,126.7793011,49.23189516,64.14521505,68.48709677,54.89365591,93.2297043,46.8,25.19067204,71.03780338,54.91408602,60.62312212,69.82596774,86.43077957,57.03833333
AGER,24.18655914,21.74865591,9.916155914,63.2722043,16.30080645,13.75206989,25.64032258,11.15806452,20.05733871,15.56021505,31.42967742,49.38155914,26.45967742,32.98876344,10.09072581,8.279032258,28.88435484,9.814784946,43.55376344,15.58387097,15.16532258,25.90963902,9.604032258,21.12241936,39.32311828,10.5811828
ABCA4,9.684677419,18.04623656,18.2983871,7.223655914,13.91061828,18.55446237,10.99731183,23.06733871,17.28978495,9.705645161,10.26935484,14.47607527,8.11061828,12.32741935,9.480376344,12.72043011,9.203172043,7.81344086,10.93924731,7.362903226,26.81545699,11.14892473,13.69973118,10.29731183,9.13655914,10.46362007
SEMA7A,26.72102151,160.4330108,87.09099462,144.9860215,119.1555108,67.49064516,108.0795699,54.13741935,110.588871,98.94731183,60.97430108,69.79193548,64.2844086,20.65376344,72.60258065,45.89193548,63.2722043,89.68172043,89.21680108,123.7218817,83.69951613,85.42494624,47.29814132,78.54758065,56.87693548,122.6467742
ANXA9,40.04120968,13.55437788,31.12526882,12.8516129,17.20513441,22.39112903,16.95967742,36.20110215,19.9061828,30.01228495,30.58951613,12.87096774,10.22688172,42.87784946,15.26182796,27.44314516,25.98225806,14.38357527,13.81451613,35.10967742,17.18655914,39.95282258,13.27876344,9.360215054,42.81693548,19.24005376
HR,75.94075269,122.6129032,65.39172043,54.87329301,65.97647849,69.00895161,71.99973118,52.98709677,55.85784946,68.12994624,75.10967742,44.58795455,65.56048387,26.06532258,24.61117512,25.85830645,34.06801075,64.40107527,53.65301075,58.30236559,37.94879032,44.1172043,32.92824693,28.64086022,56.00849462,35.21379032
MYL4,940.9930107,1592.250269,407.5879032,751.0362903,1521.39457,447.2155914,696.7228495,459.0862903,576.5717742,763.8938172,349.8513441,555.9934506,507.9189785,625.1424731,258.9747312,363.4327957,278.3682796,707.4271505,615.427566,626.5198925,315.9551075,423.7215054,336.0715054,578.0473118,720.0008065,660.4980108
ARC,78.96236559,31.60771889,36.64909754,41.52110215,108.5774194,39.86451613,37.80704301,40.73392473,34.6938172,98.53545699,27.76344086,76.20545699,11.52150538,10.05403226,36.59408602,56.93110215,20.00188172,22.00591398,19.03575269,22.03252688,93.1972043,7.277419355,45.62795699,14.6955914,64.35951613,102.5686022
MAGOHB,41.85896057,10.31209677,34.70666667,21.34731183,22.07715054,17.17043011,21.31397849,33.39395161,19.87688172,31.10483871,19.54903226,6.771505376,28.11873656,37.33157642,22.22876344,37.75892473,51.54521505,31.74677419,11.47150538,31.60241935,41.96002688,43.31604839,36.98365591,26.15645161,28.05026882,23.79612903
PARD3,33.67241935,21.46962366,22.68849462,28.77715054,17.37473118,29.34333333,23.9455914,26.54819892,20.70672043,40.99973118,34.30526882,26.03973118,28.36032258,28.92983871,18.31172043,19.30737327,16.19005376,15.75913979,25.95983871,23.30532258,12.52876344,22.6688172,14.58091398,18.59717742,23.90725806,13.45698925
IGFBP3,37.66497312,83.8077957,66.93024194,91.29302419,65.97647849,49.13719278,53.12817204,42.98136713,32.50311828,71.66475806,7.024193548,82.44177419,49.99706989,69.51841398,39.57177419,68.43723118,43.98653226,57.21397849,25.15295699,28.15591398,51.76736175,64.29704301,42.48930108,48.99704301,65.43034946,37.35540323
CYP4B1,56.97956989,4.366129032,19.61376344,6.562258065,29.33010753,35.23120968,7.991935484,4.869354839,49.28655914,6.103763441,4.314516129,6.491639785,49.47703533,3.329032258,18.03198925,33.43763441,5.80483871,24.73951613,23.68295699,6.388709677,15.03709677,17.41801075,41.42204301,19.86801075,7.941129032,3.536290323
ABCA2,67.49741935,43.98653226,42.0211828,49.00806452,32.2672043,37.48172043,47.39919355,29.85336022,42.3266129,43.08387097,30.0490937,27.43104839,40.57710288,40.47396313,36.49005376,34.76301075,45.73548387,32.82204301,32.48892473,25.19067204,43.11236559,13.48198925,37.24844086,22.89489247,20.77768817,43.73693548
FOXA2,27.70806452,20.62043011,23.09354839,42.17376344,16.34395161,24.77204301,36.60741935,38.30155914,13.05430108,15.27956989,53.36790323,31.02204301,14.46908602,17.97741935,34.4672043,19.93516129,23.84594854,17.4655914,12.91182796,23.73494624,17.50376344,26.71830645,23.03682796,23.27376344,26.28145161,13.35107527
FYN,334.6327957,215.3295699,349.3311828,338.7327957,276.8037634,433.5905914,385.7616667,378.3519892,334.905914,414.4344086,716.7072581,580.8456989,626.5198925,495.719086,332.0905914,395.4403226,281.4728495,557.0256912,429.1367546,255.4537634,304.697043,336.3470968,329.8844086,361.8722141,282.9291398,369.0770039
BLOC1S1-RDH5,31.75725806,17.96955645,27.04723118,19.77056452,16.88172043,24.49475806,16.48225806,10.40376344,13.49946237,33.71241936,12.58924731,26.5525,10.45268817,23.80653226,25.83424731,20.63863287,24.37580645,15.19301075,9.482795699,38.33070277,20.98467742,18.50026882,11.09408602,12.98032258,15.05774194,23.0530914
CLCA1,34.02983871,152.8852151,81.93010753,53.84956221,130.6795699,73.29473118,97.66236559,106.172043,127.890672,122.5592204,255.3454301,88.84196237,148.4973118,38.55673835,137.9430108,85.40107527,87.89298387,110.3786022,95.94104839,50.22043011,117.124424,135.6596237,103.5983871,82.78360215,127.9346774,49.58010753
