,normal_1,normal_2,normal_3,normal_4,normal_5,normal_6,normal_7,normal_8,normal_9,normal_10,normal_11,normal_12,normal_13,normal_14,symptomatic_1,symptomatic_2,symptomatic_3,symptomatic_4,symptomatic_5,symptomatic_6,symptomatic_7,symptomatic_8,symptomatic_9,symptomatic_10,symptomatic_11,symptomatic_12
MIR4640,105.0658602,291.7051075,75.96290323,225.2387634,161.4954301,126.1418011,242.3924194,130.1222043,143.4253763,129.1221774,174.9836022,164.7266129,140.8153226,156.0058064,117.8670596,112.7255184,94.41532258,138.8790323,102.2927419,117.0104839,143.6858602,103.7974194,118.6596774,132.4602151,122.4221774,121.2107527
RFC2,30.69813748,47.05793011,52.67908602,33.62069892,38.03182412,52.55004888,52.77069892,47.52755376,56.53330645,52.91370968,56.58965054,18.11518817,62.37284946,48.92997312,60.34637097,53.01491935,60.98508065,38.01182796,67.59408602,52.73225806,65.93951613,64.22866744,69.44516129,62.2747043,51.31505376,45.68102151
HSPA6,204.0317204,167.5456989,286.8917644,107.2833747,261.7588172,192.0508064,208.286828,261.3805108,405.7849462,150.925,261.7588172,137.2688172,214.6466129,256.1045699,379.2155914,272.6311828,353.5071359,186.5295699,200.4023118,278.5634409,237.2132719,273.3317204,304.4725806,225.9752688,287.794086,161.2819355
PAX8,142.7070968,134.8748925,107.2583065,131.3057796,188.9267473,132.6487903,122.4745968,112.8724462,125.2295699,141.9793011,75.66083333,120.472043,100.901778,100.4698387,103.2635546,115.2603495,80.8047043,97.96572581,116.675672,116.4981644,109.8990323,92.08413979,100.0014785,103.2907258,115.9530914,121.5729839
GUCA1A,21.43897849,31.51021505,13.51263441,27.05663979,9.87311828,9.862903226,43.20696237,17.61032258,23.12565284,12.02795699,58.37666667,60.42701613,58.05575269,15.11626344,27.02150538,38.50913978,23.11989247,39.73774194,23.20739247,17.10322581,21.0405914,43.3038172,47.60636329,41.97403226,27.23231183,33.92052995
MIR5193,199.3130376,121.8924731,202.8733333,37.76709677,57.64102151,140.8153226,131.5673118,184.3298387,166.4086022,182.9989247,119.9814516,125.8413979,140.8777419,168.1091398,104.800672,94.8068126,146.4077419,148.1833333,128.697043,54.35443548,89.45521505,114.8306452,105.0513441,124.6602151,120.6297312,103.5033871
THRA,60.71282258,36.0205914,61.94354839,67.32916667,87.75225806,52.08965054,50.52830645,50.43510753,66.40483871,70.30107527,56.85583333,49.38155914,27.22760753,63.48736559,44.58795455,54.73677419,35.6438172,42.65672043,27.45080645,42.60016129,49.25752688,32.98876344,40.06505376,42.67123656,45.0800391,42.13126344
PTPN21,18.69596774,11.71424731,20.58947773,24.24206989,18.55139785,9.27983871,22.55806452,13.48561828,17.49032258,22.2577957,43.37168203,19.36586022,21.60295699,18.23879032,19.59758065,9.490591398,16.02768817,13.01021505,15.78413978,9.005645161,5.277688172,9.106989247,17.78239247,12.26827957,17.37311828,9.415591398
CCL5,1064.057097,756.3584869,829.994086,499.7943164,385.0173118,839.7666667,778.5854839,1024.282312,957.651828,934.5456989,1642.999731,954.4787635,1787.911774,841.3102151,418.0051808,720.0008065,594.8741935,1381.238441,1210.82957,304.0266129,446.1760215,681.1858602,342.3089247,593.4424731,447.2155914,439.8974194
CYP2E1,20.22225806,54.61010753,22.46193548,31.37392473,26.5811828,33.33034946,31.30715054,21.43400538,46.67263441,16.71370968,39.57865591,19.34784946,26.62083333,12.32741935,14.72016129,12.35188172,30.53951613,22.27795699,14.45510753,13.18978495,32.38639785,14.76586022,20.96564516,31.13198925,23.92876344,14.35446237
EPHB3,51.66024194,87.66612903,49.72978495,36.72258065,42.36774194,66.90930108,127.9688172,94.35537634,81.9922043,47.28948285,117.4354839,87.7155914,79.6311828,69.70685484,88.33544251,123.5773118,57.85091398,88.3235732,71.8655914,92.265,49.05806452,51.54981183,78.28032258,78.36236559,88.05157258,65.08739247
ESRRA,277.9516129,270.0346774,149.352957,148.3870968,223.0561828,174.9228495,162.3747312,150.2618548,181.7448925,179.8236559,170.6276882,134.761828,98.75169355,191.0846237,126.8450538,144.5701613,118.0290323,135.4836559,98.47688172,141.8352151,166.736828,139.9516129,135.2389247,139.1656183,136.6758065,132.368871
CYP2A6,191.9236559,230.4038978,137.9430108,182.8774194,181.4112903,147.7447849,184.7069892,155.1134409,200.7021505,153.8172043,164.6306452,115.9869355,173.0231183,164.6811828,106.5083333,175.2747312,100.7583333,132.4080645,149.0252688,148.6212366,155.9151344,96.10655914,146.4879032,135.0013441,168.3548387,105.570914
GAS6,104.5290323,177.0120968,127.2107258,120.815,238.7715054,176.0639785,127.1345008,136.2403226,149.0950269,143.9655914,157.6586999,131.5394624,134.8561828,154.572043,124.4950538,128.4072581,109.8336021,110.0215054,149.4978495,120.8818548,134.5170699,128.855,111.2172043,97.95208333,140.6741935,144.763172
MMP14,131.9951613,94.9766129,93.22284946,101.1168011,94.41532258,98.01478495,100.4537634,101.5262366,76.3922043,108.8728495,91.34677419,95.33064516,79.85005376,62.55478495,50.33395929,90.42983871,72.64677419,85.89311828,68.48709677,80.52231183,101.1682796,70.19209677,67.53897849,75.89623656,72.83010753,80.98731183
TRADD,126.9327957,104.1401767,116.7236559,58.69704301,74.07634409,109.1286559,109.6498656,111.9012903,170.2424731,287.5266705,76.32553763,71.9641129,124.1526882,173.616129,139.1084946,119.9709677,100.2530914,91.96817204,140.8355376,88.66123656,87.90473118,143.8896774,151.9311828,69.43322581,106.8895161,163.683871
PLD1,36.32927419,27.32177419,37.55695853,57.15672043,34.35104839,30.29964158,30.90408602,38.12947389,37.32018817,24.57102151,18.6088172,22.19180108,31.59650538,23.58655914,27.7733871,39.15672043,24.03669355,30.01650538,34.18548387,33.62069892,29.58107527,26.09860215,26.81155914,32.40794931,42.05994624,7.884139785
CHURC1-FNTB,18.27274194,21.99301075,36.03467742,25.27405914,32.4505914,37.14978495,34.38521505,46.97123656,64.79354839,30.39803763,51.29569892,48.461947,44.42956989,34.28731183,36.83556452,43.52983871,51.12682796,49.0280914,15.97580645,49.9127957,68.80924731,48.55134409,60.55456989,36.14344086,41.29435484,40.75326421
DTX2P1-UPK3BP1-PMS2P11,159.7839247,153.5626344,236.8905914,326.396586,261.2243035,231.9462366,307.9231183,178.5293011,292.4927035,155.4577957,358.6255376,259.8672043,242.4516935,295.880914,191.5725806,206.3258333,161.8115591,160.5620968,164.8373656,204.8634409,258.7067742,149.4978495,209.4053763,272.3975806,191.9236559,181.9489247
BAD,17.26317204,37.98446237,20.63863287,6.803225806,13.94543011,14.67569892,24.1494086,23.66801075,24.17325269,23.59946237,21.14959677,19.45846774,14.57620968,13.03037634,13.86586022,12.28876344,18.7094086,18.55139785,17.89489247,12.06438172,13.59408602,18.84569892,13.05134409,28.45820277,16.36182796,63.54301075
PRPF8,128.4795699,40.90046083,274.4362903,89.00770885,7.209677419,166.0519624,146.5741935,180.8338978,203.3737634,130.7907258,337.383871,272.6311828,310.8827957,248.1674731,149.4771505,140.7172581,159.8002419,127.5645161,156.7769892,14.80763441,146.8205376,220.7215054,82.88037634,106.7853763,82.08505376,149.0481183
CAPNS1,690.1633333,618.9188172,271.2545699,854.9206452,600.7858679,434.2028837,795.6997312,434.2028837,427.8486559,858.4201285,456.0483871,320.0387097,567.8106452,565.5693548,219.0747556,566.6913441,413.0696237,284.7459677,443.122043,269.8716129,288.5245968,472.0693548,324.5435484,467.5482796,354.1587097,214.5450269
RPL35,89.23225806,130.4154673,297.2190476,131.9591398,131.5024194,104.8268817,176.2303763,157.3265591,237.5583333,400.7303763,168.985,161.2293011,173.9470699,175.4733871,289.1350922,131.1763441,471.51,408.8002688,180.9379032,337.5547312,142.7935484,261.9163978,141.4746774,322.6709677,193.2946237,266.8669355
MIR6805,4463.47836,2899.891559,3125.538925,3327.34586,2799.883172,4908.278979,3999.664785,4383.716667,3906.926075,5084.443414,5342.769247,4632.882527,4383.716667,3748.690323,3545.746774,4060.787339,2833.821505,3378.365591,3204.632258,2707.841828,3378.365591,2686.243118,3748.690323,3378.365591,3088.824059,3155.520108
EIF4G2,516.3892473,402.9459677,473.2497312,377.6790323,464.7639785,784.9825269,729.5946237,776.4545699,540.6137097,402.4287634,560.3865591,546.1569892,501.5301075,522.7283871,951.4267025,823.1545315,735.2615207,795.6997312,784.9825269,693.6021505,854.9206452,1016.675538,839.7666667,630.8177419,776.4545699,827.4233871
EIF3D,247.5785826,263.4222043,435.7419355,95.30357527,357.9125,468.0903226,355.2138441,456.5825269,424.238172,468.7177419,493.5196237,393.9044355,461.1951613,357.2955914,600.7858679,486.347043,462.6873656,567.8106452,428.5430108,453.0602151,387.5736559,463.2561828,441.4258065,404.690169,324.8833065,541.5626344
PARK7,740.0898233,647.3109677,954.4787635,627.6908064,643.0790323,709.4211828,774.241129,904.6244624,854.9206452,686.1752151,726.1204301,748.8236559,803.7850538,650.0165591,806.5225806,689.5366667,980.3064516,947.1943548,846.4483871,710.2265591,639.2459677,875.6083333,618.9188172,854.9206452,696.7228495,664.5084555
SRP14,329.430914,670.7333333,448.4964809,207.4525806,384.090176,312.9186518,491.4596774,307.0148925,332.3774194,444.0583333,199.8123656,285.1069892,223.8389785,241.0677419,507.4667473,385.2016667,665.9943548,636.7494624,546.1569892,606.1298925,362.827957,526.2747312,379.0932796,494.4575269,528.786828,569.0147849
GDI2,249.4244624,381.9658602,373.766129,265.7805684,256.5962366,511.0906298,453.0602151,482.208871,317.0965054,334.6327957,395.4403226,421.6672043,434.7325269,417.4733871,593.4424731,557.0256912,549.413172,548.2391129,552.8922043,506.2204301,630.8177419,565.5693548,548.6188172,426.2158986,511.8400922,545.2771505
RPL11,902.1034946,970.8695699,1240.902688,593.4424731,1125.151344,636.7494624,499.188172,827.4233871,364.8215054,1323.902957,681.1858602,864.3348925,797.3179839,774.241129,1381.238441,610.7905914,1701.261559,2734.002151,1381.238441,1374.944892,654.4884409,1399.459677,655.6553763,1650.623656,960.9422504,2097.272849
ARF3,229.6294547,260.5881183,333.6930108,166.6026882,209.8768011,126.8588172,209.7462366,207.5350538,273.8794355,209.0934677,322.2247312,292.0860215,266.0469086,202.4233333,196.6419355,236.6499462,190.6386022,193.1744624,196.0646774,153.8860215,187.0819892,147.3144777,186.455914,276.0193548,182.9989247,175.0650922
RPL21P28,931.4095699,1446.981183,766.0095161,711.0319355,872.9389785,522.3527419,809.691129,632.3991398,616.9310753,774.241129,318.1962366,361.5053763,386.9322581,351.4348925,754.5290323,593.4424731,954.4787635,1273.29,690.1633333,1120.72724,321.5034946,916.8748387,324.7303763,916.8748387,665.9943548,889.9099462
RPL24,1114.836022,1374.944892,1340.012688,646.1092473,1043.185215,1252.284176,1205.542312,1692.54086,1163.267742,1878.595538,893.1774194,957.651828,819.8197581,852.558172,1732.378226,1159.341129,1660.687742,2210.450627,1340.012688,1429.22086,887.1709677,1529.555484,1004.590054,1446.981183,1374.944892,1837.401613
HNRNPC,165.7999462,236.0392972,406.7018817,180.0018817,262.8813441,289.305,404.1787634,405.0876344,322.9875192,417.4733871,224.1880108,277.25,304.0266129,287.794086,523.9825269,344.4090783,518.5575269,406.4836022,430.9443548,466.3284946,416.1117512,476.0629032,480.780914,510.3919355,469.8551075,521.5545699
2-Sep,218.2271505,162.3486559,357.6551075,108.0895161,171.6784946,266.7978495,263.9806452,352.9134409,212.1170968,188.1370968,216.5638441,295.5387634,247.686828,194.2160679,467.5482796,354.1587097,325.8389785,470.4577957,382.8682796,408.0216764,427.8486559,417.077957,362.827957,517.8510753,340.472043,376.7637097
HNRNPA1P10,1732.378226,1683.267204,2254.085054,1537.757258,1632.466667,2656.927957,1194.835323,2294.200538,1155.659892,1778.13871,1660.687742,1813.842097,1668.284946,1970.038781,2869.534409,2294.200538,2734.002151,2935.902527,2406.904659,2115.534946,2446.897491,2493.756093,2493.756093,2833.821505,2035.546559,2602.587366
RPS27A,1503.672043,1439.27957,2069.408781,931.4095699,1493.419283,1755.533333,1503.672043,1799.618817,1296.405108,2178.986021,910.4966667,1047.061774,756.3584869,793.8989247,2161.805806,1642.999731,2799.883172,2602.587366,1660.687742,1998.581183,1137.246237,1919.696882,1311.708674,1837.401613,1722.408781,1959.659677
LOC100508408,3088.824059,2869.534409,3437.134409,2656.927957,3277.808817,3277.808817,3327.34586,3851.500618,3007.339516,3640.312796,2334.163871,3125.538925,3437.134409,2833.821505,3587.299194,2899.891559,4722.75457,3851.500618,3327.34586,3545.746774,2254.085054,4383.716667,3125.538925,3237.744489,2799.883172,3277.808817
FAU,1513.801882,2467.717204,1389.616667,1399.459677,1813.842097,1414.203943,1521.39457,1303.976882,1998.581183,3042.498602,1173.104731,1484.949462,1722.408781,1906.526344,2361.294247,1484.949462,2178.986021,2563.216237,1650.623656,2178.986021,1503.672043,2035.546559,1683.267204,1755.533333,2014.037007,2232.690645
TARDBP,196.9048387,126.8450538,227.8564516,102.7636828,181.7861869,213.04,205.2815591,264.2889247,197.1016129,239.3771505,287.794086,233.5934409,176.3502688,207.423871,227.100384,247.1865591,217.5930108,268.8362903,253.1415323,214.3166667,323.1978495,256.8510753,262.0336022,235.4505376,176.9876344,269.6981183
CFL1,3906.926075,4997.652688,3587.299194,4060.787339,2768.745,3748.690323,4165.494409,4123.074731,3694.114516,2935.902527,4060.787339,3277.808817,4319.325538,3587.299194,2210.450627,3587.299194,1959.659677,2294.200538,3155.520108,2193.854301,3204.632258,2582.3819,2935.902527,1987.337473,2334.163871,2128.220609
RPL18,786.5956989,836.8543011,551.1308895,698.4427419,609.4209677,927.5472581,811.3149642,947.1943548,818.1653226,1278.529964,896.2717742,806.5225806,927.5472581,574.5625806,798.9362366,875.6083333,839.7666667,976.3610215,627.6908064,585.0967742,768.2526882,599.8827957,576.5717742,904.6244624,668.7164516,925.0702151
EIF3F,582.9508065,512.5821429,668.7164516,551.1308895,461.1951613,496.2604301,419.1956989,490.7854839,447.5284946,791.5863978,443.122043,495.0252688,523.1040323,422.3010753,605.0040323,514.2413978,627.6908064,695.1505376,626.5198925,509.6913978,405.0876344,584.0398925,462.6873656,586.3451613,443.122043,668.7164516
RPS5,1650.623656,2115.534946,1732.378226,1109.827419,1701.261559,1366.623871,1273.29,1261.638226,1583.814122,3007.339516,1163.267742,1360.868817,2084.122186,1478.223387,1933.640968,1478.223387,1906.526344,1683.267204,1284.235484,1446.981183,1024.282312,1284.235484,1184.586219,2069.408781,1278.529964,1692.54086
RPL27,633.9513441,664.5084555,555.9934506,522.3527419,657.0956452,603.6324731,580.8456989,795.6997312,960.9422504,1484.949462,507.9189785,967.0149642,1085.704086,880.9739247,1919.696882,803.7850538,2493.756093,2965.187903,1216.426792,2035.546559,889.9099462,2142.210968,967.0149642,1330.861559,1813.842097,1787.911774
RPL34,82.51586022,244.422043,125.7895161,38.49391321,20.89314516,61.47333333,75.09139785,135.7026882,79.40024194,75.10053763,71.05962366,75.33306452,61.96454301,95.87123656,262.4637097,78.85193548,586.9959677,674.4593625,113.850914,564.2943548,65.28158602,308.2711559,62.71685484,248.5002151,241.6408236,373.2792473
NARS,178.9873656,181.2107527,284.5120968,165.9969892,140.8557527,322.9875192,234.5289247,285.6965054,230.8833333,174.2913979,161.3571237,250.425,254.694086,239.2026613,537.8064516,391.6201613,477.0852688,551.9287634,528.786828,462.6873656,489.3370968,572.4782258,467.5482796,397.2248534,399.4204301,501.8948925
STARD7,156.3867473,52.07526882,308.2711559,145.4793011,105.5605722,198.1277419,108.9537634,183.4532258,183.6166667,137.1182796,186.3803763,135.4526882,279.9483871,170.4866129,263.5944086,174.9836022,205.3494624,258.6257527,222.0145161,141.3403226,233.1223118,213.1938172,244.57689,232.4911559,66.0083871,157.0905376
RPL19,2768.745,2707.841828,4060.787339,2097.272849,2232.690645,3437.134409,2734.002151,3237.744489,2734.002151,4541.789785,3851.500618,4165.494409,3906.926075,3155.520108,3277.808817,2625.858495,3545.746774,3327.34586,2541.103118,2734.002151,2467.717204,3277.808817,3007.339516,3486.307473,2493.756093,3204.632258
SLC25A3,1521.39457,960.9422504,1142.77328,1650.623656,752.8795699,1722.408781,1826.038548,1813.842097,1226.858495,1469.672688,2051.561022,2097.272849,2097.272849,1701.261559,1311.708674,1632.466667,1155.659892,1296.405108,1668.284946,1173.104731,1493.419283,1199.870968,1278.529964,1184.586219,1303.976882,1429.22086
SNORD35B,6482.840591,11785.57726,9443.353871,4806.775269,6282.361613,7186.484194,6656.396828,7830.750054,7830.750054,11190.33231,10643.36124,11785.57726,10643.36124,10643.36124,9939.568387,8308.178065,11785.57726,11190.33231,9939.568387,10643.36124,7830.750054,9443.353871,7186.484194,9443.353871,7186.484194,9443.353871
RPL9,435.2978495,343.4717742,433.0150538,303.9262097,463.5991935,155.5150154,176.2303763,241.0677419,337.383871,1094.863226,176.6225806,258.8564516,330.0919774,347.6341398,2128.220609,570.0158602,3378.365591,3155.520108,1043.185215,2965.187903,504.2938172,1421.218011,490.3951613,2035.546559,1381.238441,1878.595538
MIR5047,718.441828,717.574543,1147.289194,1216.426792,744.7311828,2035.546559,1478.223387,1078.358065,1147.289194,1221.458871,1047.061774,934.5456989,1019.570968,1029.060663,2084.122186,2128.220609,2519.917527,1998.581183,1642.999731,1866.408871,2051.561022,1878.595538,1799.618817,1632.466667,1621.482527,1583.814122
RPL6,896.2717742,744.7311828,1109.827419,814.1271505,751.0362903,1311.708674,967.0149642,1521.39457,896.2717742,1503.672043,887.1709677,1151.106989,836.8543011,776.4545699,1755.533333,1094.863226,1484.949462,1945.624731,1221.458871,1439.27957,1257.116129,1317.794713,1024.282312,1311.708674,1090.337097,1493.419283
CTDNEP1,601.3655146,515.7349462,273.5037634,347.2048387,217.1467742,293.3991935,389.2989247,291.0340591,267.657165,458.6534946,285.2888131,196.9048387,245.8083333,263.6629032,216.2206989,263.6629032,137.4747312,221.7376588,211.4505865,185.1537634,260.3375,280.1107527,283.6157911,177.9580645,184.3732796,332.4947581
RPL10A,398.1308065,629.7397849,737.7447005,196.3227419,347.6341398,567.8106452,555.9934506,534.8314516,605.0040323,986.2165591,469.5758602,474.4032258,497.9305108,534.8314516,481.4594086,329.8844086,1008.930824,700.758871,530.4209677,582.008172,338.4814516,590.7236559,284.3551882,547.1798387,409.0243817,751.0362903
CBX3,78.49677419,61.12323349,111.3986559,63.75053763,110.6352151,117.0844086,111.7782258,144.2508065,96.68258065,78.41370968,65.29491935,60.04354839,93.71397849,52.46884409,266.8669355,157.3619355,339.9975806,380.1308602,266.3879032,333.6930108,181.2371237,275.2229839,233.237043,296.6473118,234.5844086,203.633871
RPL17-C18orf32,196.2419892,272.8158602,220.2223118,88.71303763,170.5099462,127.8028226,163.3645699,242.5635753,215.8859677,296.8275269,116.1289516,178.0580645,195.5362903,214.3166667,668.7164516,284.5120968,1323.902957,1537.757258,376.4634409,1216.426792,269.1893548,731.756828,267.2755376,570.3901306,471.51,718.441828
PSMB2,408.4246774,226.1905914,414.8833333,286.8917644,234.2846774,472.0693548,399.4204301,429.1367546,218.4887366,234.4734409,306.4196237,283.4053763,427.8486559,329.5385753,323.9591398,439.7168548,306.763172,397.9686021,316.7862903,371.7087097,271.4252688,380.4822581,344.5356682,326.396586,370.5405914,282.3236559
KHDRBS1,153.9956989,113.5521505,260.9223118,154.4016129,118.9069355,205.6032258,240.4120968,219.6260753,134.3355108,211.8236559,268.3880108,257.0508065,304.697043,281.2734716,263.820914,228.0478495,290.9659677,273.0666667,234.9327957,213.1075269,225.5252688,278.1083333,249.8586559,233.4388172,209.6634409,204.1
ATP6V1G2-DDX39B,231.6520161,319.608871,353.747043,254.5896774,137.511129,452.4163978,458.1274194,408.8002688,425.8206989,537.2120968,544.0845622,502.9641984,636.7494624,448.9927419,354.5048387,331.4895161,335.7973118,401.4649194,311.1069892,267.657165,404.690169,410.5158602,370.5405914,333.6930108,334.1436828,320.3204301
RTCB,374.1615054,139.9724194,319.608871,508.4001306,215.4889785,285.2888131,292.584255,256.2127957,293.9758065,392.0091398,373.4716667,265.9067204,253.7239555,245.6301075,293.7763441,316.6039247,271.4252688,277.0317204,306.4196237,365.5032258,340.9489247,301.244086,357.2955914,311.5752688,398.2930108,265.9768145
ERH,316.0560484,254.2896505,209.4053763,300.1196237,243.0674731,284.3551882,339.9975806,308.6205223,270.9968548,339.5903226,146.8938172,158.5261649,206.9551075,200.8216936,398.2930108,308.5009063,501.2391129,614.0099462,418.8177419,523.9825269,311.2086266,486.347043,241.0677419,305.3010753,402.577957,368.7978495
GATC,276.1587097,303.3919355,432.5599462,233.5382258,252.6747312,351.8504301,275.9215054,344.6622581,311.5752688,330.0919774,283.4053763,249.5397849,273.7981183,282.1157869,364.4706989,297.4231183,349.4297043,303.8258065,359.805914,347.5010753,403.2873656,356.2230108,335.1700391,240.1713518,298.966129,320.5306452
ABCF1,338.1318817,129.9403226,403.2873656,300.1196237,224.7225806,271.8134857,211.6927419,194.1593475,208.2534946,397.9686021,358.1994624,231.8387097,295.0314516,309.7365591,177.3663978,282.3236559,165.9969892,278.261828,179.4061828,159.686828,226.0677419,228.6359347,192.0508064,189.2649194,212.5508065,216.8623656
DAD1,340.472043,323.8239785,361.8722141,285.1069892,258.5447312,353.5071359,192.5123656,369.5729839,486.9064516,487.658871,329.2217742,391.2202688,405.283414,327.7166667,301.6086022,222.8137097,395.1287634,358.0559812,351.1801075,404.1787634,391.6201613,258.6257527,332.3774194,374.1615054,427.4360215,346.6991935
YY1,114.1927419,144.3295699,172.2508065,121.2703763,120.6297312,210.4360008,170.4632796,199.0143817,165.1356452,136.4606452,265.9067204,225.2387634,225.9056452,265.7805684,269.3798387,191.7655914,240.5293011,188.4763441,212.2806452,206.5594086,217.8967204,224.5739247,220.8432796,198.8921505,225.2387634,206.9018817
JTB,983.8228495,919.8265591,742.5967742,809.691129,1137.246237,766.0095161,762.2637788,652.9293011,752.8795699,947.1943548,711.0319355,793.8989247,721.6883333,889.9099462,729.5946237,658.7346774,791.5863978,768.2526882,665.9943548,770.3,657.0956452,698.4427419,594.8741935,677.5610215,620.0532258,695.1505376
KAT7,242.961828,164.3142473,348.2800538,192.0875,696.7228495,233.8962366,238.4481183,354.7645161,312.8247312,346.5670699,369.2596041,322.9875192,270.4897849,336.2093011,212.0647312,250.0836021,159.518414,261.3805108,167.842043,176.4018817,272.6311828,229.8056452,224.2306989,246.4201613,304.7905876,231.8387097
ZNF146,82.07244624,47.77607527,126.7042473,104.0185484,46.58629032,152.1865591,101.2747312,113.3896505,77.59946237,90.68763441,104.2080645,95.76193548,94.93655914,110.712316,177.2043011,113.1526613,191.977957,237.4950269,164.111828,182.3763441,95.36069892,164.0600538,131.6442514,141.9091398,135.9927419,158.3152688
SART1,188.4763441,200.2419893,111.4891705,98.61833333,135.6405645,136.1965054,177.5122312,140.9958168,170.2424731,213.5008065,149.6879032,101.3225806,95.06876344,118.8929032,111.1907527,131.6991935,112.0794086,104.4271505,109.3346237,72.64677419,135.4836559,124.0389516,92.8097043,119.6455645,115.4369086,120.9758168
ILF2,97.1688172,95.98467742,142.8693548,37.51196237,73.80129032,97.71438172,83.06801075,110.1838979,102.5929032,138.4709677,119.0571237,118.5333871,68.83408602,71.3650672,158.1403226,126.0803495,186.0919355,130.377957,111.2834409,99.40532258,111.4159677,149.5725806,114.7241129,107.7553763,129.886828,76.03403226
SPAG7,293.7763441,289.0473848,239.1335484,490.0048387,205.9763441,312.4436828,161.8927151,236.372043,247.5785826,251.4408602,203.5932796,275.9215054,226.6386022,219.8196237,207.2912903,241.4655914,203.8444624,308.9133333,193.4655914,249.7883333,226.8729032,178.486828,194.4983026,315.7351613,274.0362903,325.9569893
ZPR1,58.08602151,104.9027151,92.34185484,68.32422043,97.70225807,78.70513441,75.91328725,59.54623656,78.07741936,13.81451613,144.4264516,101.4045699,101.4755376,98.65860215,95.4394086,71.82946237,71.79946237,83.78115591,85.60615591,45.22537634,77.62553763,46.7933871,60.69435484,101.0733871,64.76731183,88.71303763
TAF10,693.6021505,806.5225806,778.5854839,770.3,529.6637097,457.0766129,687.3458602,432.5599462,488.3774194,586.6705645,509.6913978,440.1632258,488.3774194,396.8880254,355.0685484,383.2500538,341.0489247,463.2561828,337.5547312,323.4810215,336.9025806,503.9767473,389.601828,387.2188172,268.2319892,434.7325269
C1D,2.691397849,45.15860215,45.62419355,1.002419355,13.34354839,54.36384409,28.21236559,51.37468475,11.17043011,38.20403226,25.30271505,23.10456989,15.6764977,53.63981183,120.2583333,67.39137097,140.0978763,76.31760753,100.8646774,74.14784946,62.91263441,121.1797849,60.77043011,67.65672043,94.09123656,78.53924731
NONO,449.6784946,243.4106452,500.9481183,330.675,426.2158986,367.8590054,346.4349462,422.8236559,341.9532258,298.966129,491.4596774,402.577957,399.8072581,311.1069892,390.991586,460.9471774,308.9133333,509.6913978,370.8921505,353.747043,318.1962366,325.8389785,353.1425806,450.4760753,456.0483871,513.4937788
LOC101929240,95.33064516,103.6751075,164.7038978,122.5025269,71.60852151,120.8986559,129.108871,144.0164785,141.5741935,138.4064516,194.9691398,157.2584677,179.3764785,158.0682796,154.5172043,142.7760753,127.8748925,155.0623656,142.911828,92.29451613,136.0976575,128.3883065,111.6467742,128.9963979,106.184543,106.8895161
RHOA,2035.546559,2270.678387,3277.808817,2734.002151,1668.284946,2869.534409,2582.3819,2869.534409,2446.897491,1600.922043,2115.534946,2493.756093,2686.243118,2899.891559,2563.216237,3155.520108,2313.166022,2069.408781,2833.821505,2406.904659,2935.902527,2446.897491,3237.744489,2563.216237,2707.841828,1945.624731
RNPS1,160.2715054,143.5299462,421.0537634,173.7540323,122.1906298,223.1653226,194.1593475,195.5362903,157.4821045,219.6260753,166.5246774,201.4768817,246.3469086,241.8171799,206.4922043,177.6263441,216.2776882,194.7709677,171.904262,179.1814247,179.0650538,165.5658602,182.9293011,198.7206989,155.2403226,163.1528226
RPS24,343.7589785,443.561828,307.0956989,145.1489247,273.7455645,295.4451613,293.2010753,418.0051808,284.5120968,440.4290323,81.04107527,213.2871659,230.5876344,190.2037634,751.0362903,360.847043,1261.638226,1813.842097,469.2966129,1330.861559,341.6798387,748.8236559,240.5293011,575.5935484,672.4650538,960.9422504
RPL30,2582.3819,3007.339516,2425.340699,1568.177419,3007.339516,1813.842097,1744.355376,1945.624731,2193.854301,3486.307473,1151.106989,1787.911774,2128.220609,1987.337473,4541.789785,3088.824059,5483.606882,4217.853763,3125.538925,3694.114516,2406.904659,3748.690323,2361.294247,3999.664785,3999.664785,4383.716667
NPM1,207.6115591,190.4745699,302.5306989,273.7981183,247.8077957,356.6897849,191.000192,351.6099462,306.848629,328.4561828,256.455914,343.4717742,314.2182796,211.3688172,492.0112903,262.8813441,419.1956989,506.2204301,364.8215054,319.608871,237.4317204,372.4263441,325.8389785,370.0299462,317.3197312,344.6622581
HSP90AB1,497.5620968,350.5193548,341.0489247,452.4163978,326.6213172,490.0048387,500.6802419,421.6672043,290.5817204,405.0876344,564.2943548,515.7349462,622.1510753,410.5158602,327.472043,376.6135753,301.4490591,412.4965054,309.4860215,286.7370968,341.4306452,299.3478495,278.3150538,347.2048387,306.5387097,448.4964809
MIR3620,457.5879032,614.0099462,273.7981183,550.2717742,552.8922043,461.1951613,498.2989247,472.0693548,560.3865591,454.5928571,598.5782258,558.2163978,477.3973118,412.0849462,482.8354839,445.0344086,435.7419355,325.8389785,504.2938172,357.9125,522.3527419,263.0408602,537.8064516,482.8354839,324.8833065,399.8072581
IK,74.20510753,263.4222043,179.3163979,159.2606183,257.7543011,280.8502688,353.0280108,318.1962366,216.645435,151.8645161,297.0080645,223.3927419,206.1231183,226.9328763,273.1473118,240.9155914,199.4899149,225.2789516,240.297043,191.3537634,290.086828,176.4018817,236.5645161,185.6478495,216.6779668,287.794086
